"ch_version","name","value","changed","description","min","max","readonly","type"
"22.12.5.34","number_of_free_entries_in_pool_to_lower_max_size_of_merge","8",0,"When there is less than specified number of free entries in pool (or replicated queue), start to lower maximum size of merge to process (or to put in queue). This is to allow small merges to process - not filling the pool with long running merges.",\N,\N,0,"UInt64"
"22.12.5.34","number_of_free_entries_in_pool_to_execute_mutation","20",0,"When there is less than specified number of free entries in pool, do not execute part mutations. This is to leave free threads for regular merges and avoid ""Too many parts""",\N,\N,0,"UInt64"
"22.12.5.34","max_number_of_merges_with_ttl_in_pool","2",0,"When there is more than specified number of merges with TTL entries in pool, do not assign new merge with TTL. This is to leave free threads for regular merges and avoid ""Too many parts""",\N,\N,0,"UInt64"
"22.12.5.34","old_parts_lifetime","480",0,"How many seconds to keep obsolete parts.",\N,\N,0,"Seconds"
"22.12.5.34","temporary_directories_lifetime","86400",0,"How many seconds to keep tmp_-directories. You should not lower this value because merges and mutations may not be able to work with low value of this setting.",\N,\N,0,"Seconds"
"22.12.5.34","lock_acquire_timeout_for_background_operations","120",0,"For background operations like merges, mutations etc. How many seconds before failing to acquire table locks.",\N,\N,0,"Seconds"
"22.12.5.34","min_rows_to_fsync_after_merge","0",0,"Minimal number of rows to do fsync for part after merge (0 - disabled)",\N,\N,0,"UInt64"
"22.12.5.34","min_compressed_bytes_to_fsync_after_merge","0",0,"Minimal number of compressed bytes to do fsync for part after merge (0 - disabled)",\N,\N,0,"UInt64"
"22.12.5.34","min_compressed_bytes_to_fsync_after_fetch","0",0,"Minimal number of compressed bytes to do fsync for part after fetch (0 - disabled)",\N,\N,0,"UInt64"
"22.12.5.34","fsync_after_insert","0",0,"Do fsync for every inserted part. Significantly decreases performance of inserts, not recommended to use with wide parts.",\N,\N,0,"Bool"
"22.12.5.34","fsync_part_directory","0",0,"Do fsync for part directory after all part operations (writes, renames, etc.).",\N,\N,0,"Bool"
"22.12.5.34","write_ahead_log_bytes_to_fsync","104857600",0,"Amount of bytes, accumulated in WAL to do fsync.",\N,\N,0,"UInt64"
"22.12.5.34","write_ahead_log_interval_ms_to_fsync","100",0,"Interval in milliseconds after which fsync for WAL is being done.",\N,\N,0,"UInt64"
"22.12.5.34","in_memory_parts_insert_sync","0",0,"If true insert of part with in-memory format will wait for fsync of WAL",\N,\N,0,"Bool"
"22.12.5.34","non_replicated_deduplication_window","0",0,"How many last blocks of hashes should be kept on disk (0 - disabled).",\N,\N,0,"UInt64"
"22.12.5.34","max_parts_to_merge_at_once","100",0,"Max amount of parts which can be merged at once (0 - disabled). Doesn't affect OPTIMIZE FINAL query.",\N,\N,0,"UInt64"
"22.12.5.34","merge_selecting_sleep_ms","5000",0,"Sleep time for merge selecting when no part selected, a lower setting will trigger selecting tasks in background_schedule_pool frequently which result in large amount of requests to zookeeper in large-scale clusters",\N,\N,0,"UInt64"
"22.12.5.34","merge_tree_clear_old_temporary_directories_interval_seconds","60",0,"The period of executing the clear old temporary directories operation in background.",\N,\N,0,"UInt64"
"22.12.5.34","merge_tree_clear_old_parts_interval_seconds","1",0,"The period of executing the clear old parts operation in background.",\N,\N,0,"UInt64"
"22.12.5.34","merge_tree_clear_old_broken_detached_parts_ttl_timeout_seconds","2592000",0,"Remove old broken detached parts in the background if they remained intouched for a specified by this setting period of time.",\N,\N,0,"UInt64"
"22.12.5.34","min_age_to_force_merge_seconds","0",0,"If all parts in a certain range are older than this value, range will be always eligible for merging. Set to 0 to disable.",\N,\N,0,"UInt64"
"22.12.5.34","min_age_to_force_merge_on_partition_only","0",0,"Whether min_age_to_force_merge_seconds should be applied only on the entire partition and not on subset.",\N,\N,0,"Bool"
"22.12.5.34","merge_tree_enable_clear_old_broken_detached","0",0,"Enable clearing old broken detached parts operation in background.",\N,\N,0,"UInt64"
"22.12.5.34","remove_rolled_back_parts_immediately","1",0,"Setting for an incomplete experimental feature.",\N,\N,0,"Bool"
"22.12.5.34","parts_to_delay_insert","150",0,"If table contains at least that many active parts in single partition, artificially slow down insert into table.",\N,\N,0,"UInt64"
"22.12.5.34","inactive_parts_to_delay_insert","0",0,"If table contains at least that many inactive parts in single partition, artificially slow down insert into table.",\N,\N,0,"UInt64"
"22.12.5.34","parts_to_throw_insert","300",0,"If more than this number active parts in single partition, throw 'Too many parts ...' exception.",\N,\N,0,"UInt64"
"22.12.5.34","inactive_parts_to_throw_insert","0",0,"If more than this number inactive parts in single partition, throw 'Too many inactive parts ...' exception.",\N,\N,0,"UInt64"
"22.12.5.34","max_avg_part_size_for_too_many_parts","10737418240",0,"The 'too many parts' check according to 'parts_to_delay_insert' and 'parts_to_throw_insert' will be active only if the average part size (in the relevant partition) is not larger than the specified threshold. If it is larger than the specified threshold, the INSERTs will be neither delayed or rejected. This allows to have hundreds of terabytes in a single table on a single server if the parts are successfully merged to larger parts. This does not affect the thresholds on inactive parts or total parts.",\N,\N,0,"UInt64"
"22.12.5.34","max_delay_to_insert","1",0,"Max delay of inserting data into MergeTree table in seconds, if there are a lot of unmerged parts in single partition.",\N,\N,0,"UInt64"
"22.12.5.34","max_parts_in_total","100000",0,"If more than this number active parts in all partitions in total, throw 'Too many parts ...' exception.",\N,\N,0,"UInt64"
"22.12.5.34","replicated_deduplication_window","100",0,"How many last blocks of hashes should be kept in ZooKeeper (old blocks will be deleted).",\N,\N,0,"UInt64"
"22.12.5.34","replicated_deduplication_window_seconds","604800",0,"Similar to ""replicated_deduplication_window"", but determines old blocks by their lifetime. Hash of an inserted block will be deleted (and the block will not be deduplicated after) if it outside of one ""window"". You can set very big replicated_deduplication_window to avoid duplicating INSERTs during that period of time.",\N,\N,0,"UInt64"
"22.12.5.34","replicated_deduplication_window_for_async_inserts","10000",0,"How many last hash values of async_insert blocks should be kept in ZooKeeper (old blocks will be deleted).",\N,\N,0,"UInt64"
"22.12.5.34","replicated_deduplication_window_seconds_for_async_inserts","604800",0,"Similar to ""replicated_deduplication_window_for_async_inserts"", but determines old blocks by their lifetime. Hash of an inserted block will be deleted (and the block will not be deduplicated after) if it outside of one ""window"". You can set very big replicated_deduplication_window to avoid duplicating INSERTs during that period of time.",\N,\N,0,"UInt64"
"22.12.5.34","max_replicated_logs_to_keep","1000",0,"How many records may be in log, if there is inactive replica. Inactive replica becomes lost when when this number exceed.",\N,\N,0,"UInt64"
"22.12.5.34","min_replicated_logs_to_keep","10",0,"Keep about this number of last records in ZooKeeper log, even if they are obsolete. It doesn't affect work of tables: used only to diagnose ZooKeeper log before cleaning.",\N,\N,0,"UInt64"
"22.12.5.34","prefer_fetch_merged_part_time_threshold","3600",0,"If time passed after replication log entry creation exceeds this threshold and sum size of parts is greater than ""prefer_fetch_merged_part_size_threshold"", prefer fetching merged part from replica instead of doing merge locally. To speed up very long merges.",\N,\N,0,"Seconds"
"22.12.5.34","prefer_fetch_merged_part_size_threshold","10737418240",0,"If sum size of parts exceeds this threshold and time passed after replication log entry creation is greater than ""prefer_fetch_merged_part_time_threshold"", prefer fetching merged part from replica instead of doing merge locally. To speed up very long merges.",\N,\N,0,"UInt64"
"22.12.5.34","execute_merges_on_single_replica_time_threshold","0",0,"When greater than zero only a single replica starts the merge immediately, others wait up to that amount of time to download the result instead of doing merges locally. If the chosen replica doesn't finish the merge during that amount of time, fallback to standard behavior happens.",\N,\N,0,"Seconds"
"22.12.5.34","remote_fs_execute_merges_on_single_replica_time_threshold","10800",0,"When greater than zero only a single replica starts the merge immediately if merged part on shared storage and 'allow_remote_fs_zero_copy_replication' is enabled.",\N,\N,0,"Seconds"
"22.12.5.34","try_fetch_recompressed_part_timeout","7200",0,"Recompression works slow in most cases, so we don't start merge with recompression until this timeout and trying to fetch recompressed part from replica which assigned this merge with recompression.",\N,\N,0,"Seconds"
"22.12.5.34","always_fetch_merged_part","0",0,"If true, replica never merge parts and always download merged parts from other replicas.",\N,\N,0,"Bool"
"22.12.5.34","max_suspicious_broken_parts","100",0,"Max broken parts, if more - deny automatic deletion.",\N,\N,0,"UInt64"
"22.12.5.34","max_suspicious_broken_parts_bytes","1073741824",0,"Max size of all broken parts, if more - deny automatic deletion.",\N,\N,0,"UInt64"
"22.12.5.34","max_files_to_modify_in_alter_columns","75",0,"Not apply ALTER if number of files for modification(deletion, addition) more than this.",\N,\N,0,"UInt64"
"22.12.5.34","max_files_to_remove_in_alter_columns","50",0,"Not apply ALTER, if number of files for deletion more than this.",\N,\N,0,"UInt64"
"22.12.5.34","replicated_max_ratio_of_wrong_parts","0.5",0,"If ratio of wrong parts to total number of parts is less than this - allow to start.",\N,\N,0,"Float"
"22.12.5.34","replicated_max_parallel_fetches_for_host","15",0,"Limit parallel fetches from endpoint (actually pool size).",\N,\N,0,"UInt64"
"22.12.5.34","replicated_fetches_http_connection_timeout","0",0,"HTTP connection timeout for part fetch requests. Inherited from default profile `http_connection_timeout` if not set explicitly.",\N,\N,0,"Seconds"
"22.12.5.34","replicated_fetches_http_send_timeout","0",0,"HTTP send timeout for part fetch requests. Inherited from default profile `http_send_timeout` if not set explicitly.",\N,\N,0,"Seconds"
"22.12.5.34","replicated_fetches_http_receive_timeout","0",0,"HTTP receive timeout for fetch part requests. Inherited from default profile `http_receive_timeout` if not set explicitly.",\N,\N,0,"Seconds"
"22.12.5.34","replicated_can_become_leader","1",0,"If true, Replicated tables replicas on this node will try to acquire leadership.",\N,\N,0,"Bool"
"22.12.5.34","zookeeper_session_expiration_check_period","60",0,"ZooKeeper session expiration check period, in seconds.",\N,\N,0,"Seconds"
"22.12.5.34","initialization_retry_period","60",0,"Retry period for table initialization, in seconds.",\N,\N,0,"Seconds"
"22.12.5.34","detach_old_local_parts_when_cloning_replica","1",0,"Do not remove old local parts when repairing lost replica.",\N,\N,0,"Bool"
"22.12.5.34","detach_not_byte_identical_parts","0",0,"Do not remove non byte-idential parts for ReplicatedMergeTree, instead detach them (maybe useful for further analysis).",\N,\N,0,"Bool"
"22.12.5.34","max_replicated_fetches_network_bandwidth","0",0,"The maximum speed of data exchange over the network in bytes per second for replicated fetches. Zero means unlimited.",\N,\N,0,"UInt64"
"22.12.5.34","max_replicated_sends_network_bandwidth","0",0,"The maximum speed of data exchange over the network in bytes per second for replicated sends. Zero means unlimited.",\N,\N,0,"UInt64"
"22.12.5.34","min_relative_delay_to_measure","120",0,"Calculate relative replica delay only if absolute delay is not less that this value.",\N,\N,0,"UInt64"
"22.12.5.34","cleanup_delay_period","30",0,"Period to clean old queue logs, blocks hashes and parts.",\N,\N,0,"UInt64"
"22.12.5.34","cleanup_delay_period_random_add","10",0,"Add uniformly distributed value from 0 to x seconds to cleanup_delay_period to avoid thundering herd effect and subsequent DoS of ZooKeeper in case of very large number of tables.",\N,\N,0,"UInt64"
"22.12.5.34","min_relative_delay_to_close","300",0,"Minimal delay from other replicas to close, stop serving requests and not return Ok during status check.",\N,\N,0,"UInt64"
"22.12.5.34","min_absolute_delay_to_close","0",0,"Minimal absolute delay to close, stop serving requests and not return Ok during status check.",\N,\N,0,"UInt64"
"22.12.5.34","enable_vertical_merge_algorithm","1",0,"Enable usage of Vertical merge algorithm.",\N,\N,0,"UInt64"
"22.12.5.34","vertical_merge_algorithm_min_rows_to_activate","131072",0,"Minimal (approximate) sum of rows in merging parts to activate Vertical merge algorithm.",\N,\N,0,"UInt64"
"22.12.5.34","vertical_merge_algorithm_min_columns_to_activate","11",0,"Minimal amount of non-PK columns to activate Vertical merge algorithm.",\N,\N,0,"UInt64"
"22.12.5.34","compatibility_allow_sampling_expression_not_in_primary_key","0",0,"Allow to create a table with sampling expression not in primary key. This is needed only to temporarily allow to run the server with wrong tables for backward compatibility.",\N,\N,0,"Bool"
"22.12.5.34","use_minimalistic_checksums_in_zookeeper","1",0,"Use small format (dozens bytes) for part checksums in ZooKeeper instead of ordinary ones (dozens KB). Before enabling check that all replicas support new format.",\N,\N,0,"Bool"
"22.12.5.34","use_minimalistic_part_header_in_zookeeper","1",0,"Store part header (checksums and columns) in a compact format and a single part znode instead of separate znodes (<part>/columns and <part>/checksums). This can dramatically reduce snapshot size in ZooKeeper. Before enabling check that all replicas support new format.",\N,\N,0,"Bool"
"22.12.5.34","finished_mutations_to_keep","100",0,"How many records about mutations that are done to keep. If zero, then keep all of them.",\N,\N,0,"UInt64"
"22.12.5.34","min_merge_bytes_to_use_direct_io","10737418240",0,"Minimal amount of bytes to enable O_DIRECT in merge (0 - disabled).",\N,\N,0,"UInt64"
"22.12.5.34","index_granularity_bytes","10485760",0,"Approximate amount of bytes in single granule (0 - disabled).",\N,\N,0,"UInt64"
"22.12.5.34","min_index_granularity_bytes","1024",0,"Minimum amount of bytes in single granule.",\N,\N,0,"UInt64"
"22.12.5.34","merge_with_ttl_timeout","14400",0,"Minimal time in seconds, when merge with delete TTL can be repeated.",\N,\N,0,"Int64"
"22.12.5.34","merge_with_recompression_ttl_timeout","14400",0,"Minimal time in seconds, when merge with recompression TTL can be repeated.",\N,\N,0,"Int64"
"22.12.5.34","ttl_only_drop_parts","0",0,"Only drop altogether the expired parts and not partially prune them.",\N,\N,0,"Bool"
"22.12.5.34","materialize_ttl_recalculate_only","0",0,"Only recalculate ttl info when MATERIALIZE TTL",\N,\N,0,"Bool"
"22.12.5.34","enable_mixed_granularity_parts","1",0,"Enable parts with adaptive and non adaptive granularity",\N,\N,0,"Bool"
"22.12.5.34","max_part_loading_threads","'auto(12)'",0,"The number of threads to load data parts at startup.",\N,\N,0,"MaxThreads"
"22.12.5.34","max_part_removal_threads","'auto(12)'",0,"The number of threads for concurrent removal of inactive data parts. One is usually enough, but in 'Google Compute Environment SSD Persistent Disks' file removal (unlink) operation is extraordinarily slow and you probably have to increase this number (recommended is up to 16).",\N,\N,0,"MaxThreads"
"22.12.5.34","concurrent_part_removal_threshold","100",0,"Activate concurrent part removal (see 'max_part_removal_threads') only if the number of inactive data parts is at least this.",\N,\N,0,"UInt64"
"22.12.5.34","storage_policy","default",0,"Name of storage disk policy",\N,\N,0,"String"
"22.12.5.34","allow_nullable_key","0",0,"Allow Nullable types as primary keys.",\N,\N,0,"Bool"
"22.12.5.34","remove_empty_parts","1",0,"Remove empty parts after they were pruned by TTL, mutation, or collapsing merge algorithm.",\N,\N,0,"Bool"
"22.12.5.34","assign_part_uuids","0",0,"Generate UUIDs for parts. Before enabling check that all replicas support new format.",\N,\N,0,"Bool"
"22.12.5.34","max_partitions_to_read","-1",0,"Limit the max number of partitions that can be accessed in one query. <= 0 means unlimited. This setting is the default that can be overridden by the query-level setting with the same name.",\N,\N,0,"Int64"
"22.12.5.34","max_concurrent_queries","0",0,"Max number of concurrently executed queries related to the MergeTree table (0 - disabled). Queries will still be limited by other max_concurrent_queries settings.",\N,\N,0,"UInt64"
"22.12.5.34","min_marks_to_honor_max_concurrent_queries","0",0,"Minimal number of marks to honor the MergeTree-level's max_concurrent_queries (0 - disabled). Queries will still be limited by other max_concurrent_queries settings.",\N,\N,0,"UInt64"
"22.12.5.34","min_bytes_to_rebalance_partition_over_jbod","0",0,"Minimal amount of bytes to enable part rebalance over JBOD array (0 - disabled).",\N,\N,0,"UInt64"
"22.12.5.34","check_sample_column_is_correct","1",0,"Check columns or columns by hash for sampling are unsigned integer.",\N,\N,0,"Bool"
"22.12.5.34","part_moves_between_shards_enable","0",0,"Experimental/Incomplete feature to move parts between shards. Does not take into account sharding expressions.",\N,\N,0,"UInt64"
"22.12.5.34","part_moves_between_shards_delay_seconds","30",0,"Time to wait before/after moving parts between shards.",\N,\N,0,"UInt64"
"22.12.5.34","use_metadata_cache","0",0,"Experimental feature to speed up parts loading process by using MergeTree metadata cache",\N,\N,0,"Bool"
"22.12.5.34","allow_remote_fs_zero_copy_replication","0",0,"Don't use this setting in production, because it is not ready.",\N,\N,0,"Bool"
"22.12.5.34","remote_fs_zero_copy_zookeeper_path","/clickhouse/zero_copy",0,"ZooKeeper path for Zero-copy table-independet info.",\N,\N,0,"String"
"22.12.5.34","remote_fs_zero_copy_path_compatible_mode","0",0,"Run zero-copy in compatible mode during conversion process.",\N,\N,0,"Bool"
"22.12.5.34","compress_marks","0",0,"Marks support compression, reduce mark file size and speed up network transmission.",\N,\N,0,"Bool"
"22.12.5.34","compress_primary_key","0",0,"Primary key support compression, reduce primary key file size and speed up network transmission.",\N,\N,0,"Bool"
"22.12.5.34","marks_compression_codec","ZSTD(3)",0,"Compression encoding used by marks, marks are small enough and cached, so the default compression is ZSTD(3).",\N,\N,0,"String"
"22.12.5.34","primary_key_compression_codec","ZSTD(3)",0,"Compression encoding used by primary, primary key is small enough and cached, so the default compression is ZSTD(3).",\N,\N,0,"String"
"22.12.5.34","marks_compress_block_size","65536",0,"Mark compress block size, the actual size of the block to compress.",\N,\N,0,"UInt64"
"22.12.5.34","primary_key_compress_block_size","65536",0,"Primary compress block size, the actual size of the block to compress.",\N,\N,0,"UInt64"
"22.12.5.34","min_relative_delay_to_yield_leadership","120",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64"
"22.12.5.34","check_delay_period","60",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64"
"22.12.5.34","allow_floating_point_partition_key","0",0,"Allow floating point as partition key",\N,\N,0,"Bool"
"22.12.5.34","replicated_max_parallel_sends","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64"
"22.12.5.34","replicated_max_parallel_sends_for_table","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64"
"22.12.5.34","replicated_max_parallel_fetches","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64"
"22.12.5.34","replicated_max_parallel_fetches_for_table","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64"
"22.12.5.34","write_final_mark","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool"
