"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","introduced_in","categories"
"25.7.1.3997","toDateTimeOrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDateOrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","toBFloat16OrNull",0,0,"","","System","
Converts String to Nullable(BFloat16).

If the string does not represent a floating point value, the function returns NULL.

The function allows a silent loss of precision while converting from the string representation. In that case, it will return the truncated result.

Example of successful conversion:
[example:typical]

Examples of not successful conversion:
[example:invalid1]
[example:invalid2]

Example of a loss of precision:
[example:precision]
","","","","**typical**

```sql title=Query
SELECT toBFloat16OrNull('12.3');
```

```response title=Response
12.3125
```

**invalid1**

```sql title=Query
SELECT toBFloat16OrNull('abc');
```

```response title=Response
NULL
```

**invalid2**

```sql title=Query
SELECT toBFloat16OrNull(' 1');
```

```response title=Response
NULL
```

**precision**

```sql title=Query
SELECT toBFloat16OrNull('12.3456789');
```

```response title=Response
12.375
```

","","Type Conversion"
"25.7.1.3997","toInt128OrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","UUIDv7ToDateTime",0,0,"","","System","
This function extracts the timestamp from a UUID and returns it as a DateTime64(3) typed value.
The function expects the UUID having version 7 to be provided as the first argument.
An optional second argument can be passed to specify a timezone for the timestamp.
","","","","**uuid**

```sql title=Query
select UUIDv7ToDateTime(generateUUIDv7())
```

```response title=Response

```

**uuid**

```sql title=Query
select generateUUIDv7() as uuid, UUIDv7ToDateTime(uuid), UUIDv7ToDateTime(uuid, 'America/New_York')
```

```response title=Response

```

","","UUID"
"25.7.1.3997","toInt64OrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","parseDateTimeBestEffortUSOrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toInt32OrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","toUInt128OrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","toUInt64OrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","hiveHash",0,0,"","","System","","","","","","",""
"25.7.1.3997","toUInt8OrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDecimal256OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDecimal64OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDecimal32OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDateTimeOrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toTime64OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDate32OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDateOrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toFloat64OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toBFloat16OrZero",0,0,"","","System","
Converts String to BFloat16.

If the string does not represent a floating point value, the function returns zero.

The function allows a silent loss of precision while converting from the string representation. In that case, it will return the truncated result.

Example of successful conversion:
[example:typical]

Examples of not successful conversion:
[example:invalid1]
[example:invalid2]

Example of a loss of precision:
[example:precision]
","","","","**typical**

```sql title=Query
SELECT toBFloat16OrZero('12.3');
```

```response title=Response
12.3125
```

**invalid1**

```sql title=Query
SELECT toBFloat16OrZero('abc');
```

```response title=Response
0
```

**invalid2**

```sql title=Query
SELECT toBFloat16OrZero(' 1');
```

```response title=Response
0
```

**precision**

```sql title=Query
SELECT toBFloat16OrZero('12.3456789');
```

```response title=Response
12.375
```

","","Type Conversion"
"25.7.1.3997","toInt128OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toInt8OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toUInt128OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toUInt32OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","toIPv6",0,0,"","","System","","","","","","",""
"25.7.1.3997","toIPv4",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDateTime",0,0,"","","System","","","","","","",""
"25.7.1.3997","toTime",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDate32",0,0,"","","System","","","","","","",""
"25.7.1.3997","DATE",0,1,"","","System","","","","","","",""
"25.7.1.3997","toDate",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDecimal128",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDecimal32",0,0,"","","System","","","","","","",""
"25.7.1.3997","toFloat64",0,0,"","","System","","","","","","",""
"25.7.1.3997","toFloat32",0,0,"","","System","","","","","","",""
"25.7.1.3997","toBFloat16",0,0,"","","System","
Converts Float32 to BFloat16 with losing the precision.

Example:
[example:typical]
","","","","**typical**

```sql title=Query
SELECT toBFloat16(12.3::Float32);
```

```response title=Response
12.3125
```

","","Type Conversion"
"25.7.1.3997","toInt128",0,0,"","","System","","","","","","",""
"25.7.1.3997","toInt64",0,0,"","","System","","","","","","",""
"25.7.1.3997","toInt32",0,0,"","","System","","","","","","",""
"25.7.1.3997","toInt16",0,0,"","","System","","","","","","",""
"25.7.1.3997","toUInt64",0,0,"","","System","","","","","","",""
"25.7.1.3997","formatDateTimeInJodaSyntax",0,0,"","","System","","","","","","",""
"25.7.1.3997","UUIDStringToNum",0,0,"","","System","","","","","","",""
"25.7.1.3997","roundDown",0,0,"","","System","","","","","","",""
"25.7.1.3997","trunc",0,1,"","","System","","","","","","",""
"25.7.1.3997","ceil",0,1,"","","System","","","","","","",""
"25.7.1.3997","floor",0,1,"","","System","","","","","","",""
"25.7.1.3997","roundBankers",0,0,"","","System","","","","","","",""
"25.7.1.3997","exp",0,1,"","","System","","","","","","",""
"25.7.1.3997","replaceRegexpAll",0,0,"","","System","","","","","","",""
"25.7.1.3997","toDayOfMonth",0,0,"","","System","
Returns the day of the month (1-31) of a `Date` or `DateTime`.
        ","toDayOfMonth(datetime)","- `datetime` — Date or date with time to get the day of month from. [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64)
","Returns the day of the month of the given date/time [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT toDayOfMonth(toDateTime('2023-04-21 10:20:30'))
```

```response title=Response
┌─toDayOfMonth(toDateTime('2023-04-21 10:20:30'))─┐
│                                              21 │
└─────────────────────────────────────────────────┘
```

","1.1","Dates and Times"
"25.7.1.3997","icebergBucket",0,0,"","","System","Implements logic of iceberg bucket transform: https://iceberg.apache.org/spec/#bucket-transform-details.","icebergBucket(N, value)","- `N` — modulo, positive integer, always constant. - `value` — Integer, bool, decimal, float, string, fixed_string, uuid, date, time or datetime value. ","Int32","**Example**

```sql title=Query
SELECT icebergBucket(5, 1.0 :: Float32)
```

```response title=Response
4
```

","25.5","Other"
"25.7.1.3997","toInt256",0,0,"","","System","","","","","","",""
"25.7.1.3997","formatReadableDecimalSize",0,0,"","","System","
Accepts the size (number of bytes). Returns a rounded size with a suffix (KB, MB, etc.) as a string.
","","","","**formatReadableDecimalSize**

```sql title=Query
SELECT formatReadableDecimalSize(1000)
```

```response title=Response

```

","","Other"
"25.7.1.3997","parseDateTimeBestEffortUSOrNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","detectProgrammingLanguage",0,0,"","","System","","","","","","",""
"25.7.1.3997","JSONDynamicPathsWithTypes",0,0,"","","System","
Returns the list of dynamic paths that are stored as separate subcolumns and their types in each row in JSON column.
","JSONDynamicPathsWithTypes(json)","- `json` — JSON column ","","**Example**

```sql title=Query
CREATE TABLE test (json JSON(max_dynamic_paths=1)) ENGINE = Memory;
INSERT INTO test FORMAT JSONEachRow {""json"" : {""a"" : 42}}, {""json"" : {""b"" : ""Hello""}}, {""json"" : {""a"" : [1, 2, 3], ""c"" : ""2020-01-01""}}
SELECT json, JSONDynamicPathsWithTypes(json) FROM test;
```

```response title=Response
┌─json─────────────────────────────────┬─JSONDynamicPathsWithTypes(json)─┐
│ {""a"":""42""}                           │ {'a':'Int64'}                   │
│ {""b"":""Hello""}                        │ {}                              │
│ {""a"":[""1"",""2"",""3""],""c"":""2020-01-01""} │ {'a':'Array(Nullable(Int64))'}  │
└──────────────────────────────────────┴─────────────────────────────────┘
```

","","JSON"
"25.7.1.3997","JSONDynamicPaths",0,0,"","","System","
Returns the list of dynamic paths that are stored as separate subcolumns in JSON column.
","JSONDynamicPaths(json)","- `json` — JSON column ","","**Example**

```sql title=Query
CREATE TABLE test (json JSON(max_dynamic_paths=1)) ENGINE = Memory;
INSERT INTO test FORMAT JSONEachRow {""json"" : {""a"" : 42}}, {""json"" : {""b"" : ""Hello""}}, {""json"" : {""a"" : [1, 2, 3], ""c"" : ""2020-01-01""}}
SELECT json, JSONDynamicPaths(json) FROM test;
```

```response title=Response
┌─json─────────────────────────────────┬─JSONDynamicPaths(json)─┐
│ {""a"":""42""}                           │ ['a']                  │
│ {""b"":""Hello""}                        │ []                     │
│ {""a"":[""1"",""2"",""3""],""c"":""2020-01-01""} │ ['a']                  │
└──────────────────────────────────────┴────────────────────────┘
```

","","JSON"
"25.7.1.3997","JSONAllPathsWithTypes",0,0,"","","System","
Returns the list of all paths and their data types stored in each row in JSON column.
","JSONAllPathsWithTypes(json)","- `json` — JSON column ","","**Example**

```sql title=Query
CREATE TABLE test (json JSON(max_dynamic_paths=1)) ENGINE = Memory;
INSERT INTO test FORMAT JSONEachRow {""json"" : {""a"" : 42}}, {""json"" : {""b"" : ""Hello""}}, {""json"" : {""a"" : [1, 2, 3], ""c"" : ""2020-01-01""}}
SELECT json, JSONAllPathsWithTypes(json) FROM test;
```

```response title=Response
┌─json─────────────────────────────────┬─JSONAllPathsWithTypes(json)───────────────┐
│ {""a"":""42""}                           │ {'a':'Int64'}                             │
│ {""b"":""Hello""}                        │ {'b':'String'}                            │
│ {""a"":[""1"",""2"",""3""],""c"":""2020-01-01""} │ {'a':'Array(Nullable(Int64))','c':'Date'} │
└──────────────────────────────────────┴───────────────────────────────────────────┘
```

","","JSON"
"25.7.1.3997","JSONAllPaths",0,0,"","","System","
Returns the list of all paths stored in each row in JSON column.
","JSONAllPaths(json)","- `json` — JSON column ","","**Example**

```sql title=Query
CREATE TABLE test (json JSON(max_dynamic_paths=1)) ENGINE = Memory;
INSERT INTO test FORMAT JSONEachRow {""json"" : {""a"" : 42}}, {""json"" : {""b"" : ""Hello""}}, {""json"" : {""a"" : [1, 2, 3], ""c"" : ""2020-01-01""}}
SELECT json, JSONAllPaths(json) FROM test;
```

```response title=Response
┌─json─────────────────────────────────┬─JSONAllPaths(json)─┐
│ {""a"":""42""}                           │ ['a']              │
│ {""b"":""Hello""}                        │ ['b']              │
│ {""a"":[""1"",""2"",""3""],""c"":""2020-01-01""} │ ['a','c']          │
└──────────────────────────────────────┴────────────────────┘
```

","","JSON"
"25.7.1.3997","blockSerializedSize",0,0,"","","System","","","","","","",""
"25.7.1.3997","generateSerialID",0,0,"","","System","
Generates and returns sequential numbers starting from the previous counter value.
This function takes a constant string argument - a series identifier.

The server should be configured with Keeper.
The series are stored in Keeper nodes under the path, which can be configured in `series_keeper_path` in the server configuration.
","generateSerialID('series_identifier')","- `series_identifier` — Series identifier, (a short constant String) ","Returns sequential numbers starting from the previous counter value.","**first call**

```sql title=Query
SELECT generateSerialID('id1')
```

```response title=Response
┌─generateSerialID('id1')──┐
│                        1 │
└──────────────────────────┘
```

**second call**

```sql title=Query
SELECT generateSerialID('id1')
```

```response title=Response
┌─generateSerialID('id1')──┐
│                        2 │
└──────────────────────────┘
```

**column call**

```sql title=Query
SELECT *, generateSerialID('id1') FROM test_table
```

```response title=Response
┌─CounterID─┬─UserID─┬─ver─┬─generateSerialID('id1')──┐
│         1 │      3 │   3 │                        3 │
│         1 │      1 │   1 │                        4 │
│         1 │      2 │   2 │                        5 │
│         1 │      5 │   5 │                        6 │
│         1 │      4 │   4 │                        7 │
└───────────┴────────┴─────┴──────────────────────────┘
```

","","Other"
"25.7.1.3997","multiFuzzyMatchAnyIndex",0,0,"","","System","","","","","","",""
"25.7.1.3997","sipHash128Keyed",0,0,"","","System","","","","","","",""
"25.7.1.3997","formatDateTime",0,0,"","","System","","","","","","",""
"25.7.1.3997","addMicroseconds",0,0,"","","System","
Adds a specified number of microseconds to a date with time or a string-encoded date with time.
    ","addMicroseconds(datetime, num)","- `datetime` — Date with time to add specified number of microseconds to. [`DateTime`](/sql-reference/data-types/datetime) or [`DateTime64`](/sql-reference/data-types/datetime64) or [`String`](/sql-reference/data-types/string)
- `num` — Number of microseconds to add. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float)
","Returns `date_time` plus `num` microseconds [`DateTime64`](/sql-reference/data-types/datetime64)","**Add microseconds to different date time types**

```sql title=Query
WITH
    toDateTime('2024-01-01 00:00:00') AS date_time,
    '2024-01-01 00:00:00' AS date_time_string
SELECT
    addMicroseconds(date_time, 1000000) AS add_microseconds_with_date_time,
    addMicroseconds(date_time_string, 1000000) AS add_microseconds_with_date_time_string
```

```response title=Response
┌─add_microseconds_with_date_time─┬─add_microseconds_with_date_time_string─┐
│      2024-01-01 00:00:01.000000 │             2024-01-01 00:00:01.000000 │
└─────────────────────────────────┴────────────────────────────────────────┘
```

**Using alternative INTERVAL syntax**

```sql title=Query
SELECT dateAdd('1998-06-16'::DateTime, INTERVAL 10 microsecond)
```

```response title=Response
┌─plus(CAST('19⋯osecond(10))─┐
│ 1998-06-16 00:00:00.000010 │
└────────────────────────────┘
```

","22.6","Dates and Times"
"25.7.1.3997","bitShiftLeft",0,0,"","","System","
Shifts the binary representation of a value to the left by a specified number of bit positions.

A `FixedString` or a `String` is treated as a single multibyte value.

Bits of a `FixedString` value are lost as they are shifted out.
On the contrary, a `String` value is extended with additional bytes, so no bits are lost.
","bitShiftLeft(a, N)","- `a` — A value to shift. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`String`](/sql-reference/data-types/string) or [`FixedString`](/sql-reference/data-types/fixedstring)
- `N` — The number of positions to shift. [`UInt8/16/32/64`](/sql-reference/data-types/int-uint)
","Returns the shifted value with type equal to that of `a`.","**Usage example with binary encoding**

```sql title=Query
SELECT 99 AS a, bin(a), bitShiftLeft(a, 2) AS a_shifted, bin(a_shifted);
```

```response title=Response
┌──a─┬─bin(99)──┬─a_shifted─┬─bin(bitShiftLeft(99, 2))─┐
│ 99 │ 01100011 │       140 │ 10001100                 │
└────┴──────────┴───────────┴──────────────────────────┘
```

**Usage example with hexadecimal encoding**

```sql title=Query
SELECT 'abc' AS a, hex(a), bitShiftLeft(a, 4) AS a_shifted, hex(a_shifted);
```

```response title=Response
┌─a───┬─hex('abc')─┬─a_shifted─┬─hex(bitShiftLeft('abc', 4))─┐
│ abc │ 616263     │ &0        │ 06162630                    │
└─────┴────────────┴───────────┴─────────────────────────────┘
```

**Usage example with Fixed String encoding**

```sql title=Query
SELECT toFixedString('abc', 3) AS a, hex(a), bitShiftLeft(a, 4) AS a_shifted, hex(a_shifted);
```

```response title=Response
┌─a───┬─hex(toFixedString('abc', 3))─┬─a_shifted─┬─hex(bitShiftLeft(toFixedString('abc', 3), 4))─┐
│ abc │ 616263                       │ &0        │ 162630                                        │
└─────┴──────────────────────────────┴───────────┴───────────────────────────────────────────────┘
```

","1.1","Bit"
"25.7.1.3997","base64URLEncode",0,0,"","","System","Encodes an URL (String or FixedString) as base64 with URL-specific modifications, according to RFC 4648 (https://datatracker.ietf.org/doc/html/rfc4648#section-5).","base64URLEncode(url)","- `url` — String column or constant. ","A string containing the encoded value of the argument. [`String`](/sql-reference/data-types/string)","**Example**

```sql title=Query
SELECT base64URLEncode('https://clickhouse.com')
```

```response title=Response
aHR0cHM6Ly9jbGlja2hvdXNlLmNvbQ
```

","24.6","Encoding"
"25.7.1.3997","ngramSearchCaseInsensitiveUTF8",0,0,"","","System","","","","","","",""
"25.7.1.3997","ngramSearchCaseInsensitive",0,0,"","","System","","","","","","",""
"25.7.1.3997","ngramDistance",0,0,"","","System","","","","","","",""
"25.7.1.3997","__bitBoolMaskOr",0,0,"","","System","","","","","","",""
"25.7.1.3997","extractAllGroupsVertical",0,0,"","","System","","","","","","",""
"25.7.1.3997","getTypeSerializationStreams",0,0,"","","System","","","","","","",""
"25.7.1.3997","gcd",0,0,"","","System","
    Returns the greatest common divisor of two values a and b.

    An exception is thrown when dividing by zero or when dividing a minimal
    negative number by minus one.
    ","gcd(x, y)","- `x` — First integer - `y` — Second integer ","The greatest common divisor of `x` and `y`.","**Usage example**

```sql title=Query
SELECT gcd(12, 18)
```

```response title=Response
6
```

","1.1","Arithmetic"
"25.7.1.3997","bitmapContains",0,0,"","","System","Checks if the bitmap contains a specific element.","bitmapContains(bitmap, value)","- `bitmap` — Bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). - `value` — Element to check for. [(U)Int8/16/32/64](/sql-reference/data-types/int-uint/) ","Returns `1` if the bitmap contains the specified value, otherwise `0` [`UInt8`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT bitmapContains(bitmapBuild([1, 2, 3]), 2) AS res;
```

```response title=Response
┌─res─┐
│  1  │
└─────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapXor",0,0,"","","System","Computes the symmetric difference (XOR) of two bitmaps.","bitmapXor(bitmap1, bitmap2)","- `bitmap1` — First bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). - `bitmap2` — Second bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","Returns a bitmap containing set bits present in either input bitmap, but not in both [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction)","**Usage example**

```sql title=Query
SELECT bitmapToArray(bitmapXor(bitmapBuild([1, 2, 3]), bitmapBuild([3, 4, 5]))) AS res;
```

```response title=Response
┌─res──────────┐
│ [1, 2, 4, 5] │
└──────────────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapOr",0,0,"","","System","Computes the logical disjunction (OR) of two bitmaps.","bitmapOr(bitmap1, bitmap2)","- `bitmap1` — First bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). - `bitmap2` — Second bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","Returns a bitmap containing set bits present in either input bitmap [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction)","**Usage example**

```sql title=Query
SELECT bitmapToArray(bitmapOr(bitmapBuild([1, 2, 3]), bitmapBuild([3, 4, 5]))) AS res;
```

```response title=Response
┌─res─────────────┐
│ [1, 2, 3, 4, 5] │
└─────────────────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapAnd",0,0,"","","System","Computes the logical conjunction (AND) of two bitmaps.","bitmapAnd(bitmap1, bitmap2)","- `bitmap1` — First bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). - `bitmap2` — Second bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","Returns a bitmap containing bits present in both input bitmaps [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction)","**Usage example**

```sql title=Query
SELECT bitmapToArray(bitmapAnd(bitmapBuild([1, 2, 3]), bitmapBuild([3, 4, 5]))) AS res;
```

```response title=Response
┌─res─┐
│ [3] │
└─────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapAndnotCardinality",0,0,"","","System","Returns the cardinality of the AND-NOT operation of two bitmaps.","bitmapAndnotCardinality(bitmap1, bitmap2)","- `bitmap1` — First bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). - `bitmap2` — Second bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","Returns the number of set bits in the result of `bitmap1 AND-NOT bitmap2` [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT bitmapAndnotCardinality(bitmapBuild([1,2,3]), bitmapBuild([3,4,5])) AS res;
```

```response title=Response
┌─res─┐
│   2 │
└─────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapOrCardinality",0,0,"","","System","Returns the cardinality of the logical disjunction (OR) of two bitmaps.","bitmapOrCardinality(bitmap1, bitmap2)","- `bitmap1` — First bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). - `bitmap2` — Second bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","Returns the number of set bits in the union of the two bitmaps [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT bitmapOrCardinality(bitmapBuild([1,2,3]), bitmapBuild([3,4,5])) AS res;
```

```response title=Response
┌─res─┐
│   5 │
└─────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapAndCardinality",0,0,"","","System","Returns the cardinality of the logical conjunction (AND) of two bitmaps.","bitmapAndCardinality(bitmap1, bitmap2)","- `bitmap1` — First bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). - `bitmap2` — Second bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","Returns the number of set bits in the intersection of the two bitmaps [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT bitmapAndCardinality(bitmapBuild([1,2,3]), bitmapBuild([3,4,5])) AS res;
```

```response title=Response
┌─res─┐
│   1 │
└─────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapCardinality",0,0,"","","System","Returns the number of bits set (the cardinality) in the bitmap.","bitmapCardinality(bitmap)","- `bitmap` — Bitmap object. [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction). ","Returns the number of bits set in the bitmap [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT bitmapCardinality(bitmapBuild([1, 3, 3, 5, 7, 7])) AS res
```

```response title=Response
┌─res─┐
│   4 │
└─────┘
```

","20.1","Bitmap"
"25.7.1.3997","bitmapBuild",0,0,"","","System","Builds a bitmap from an unsigned integer array. It is the opposite of function [`bitmapToArray`](/sql-reference/functions/bitmap-functions#bitmapToArray).","bitmapBuild(array)","- `array` — Unsigned integer array. [`Array(UInt*)`](/sql-reference/data-types/array)
","Returns a bitmap from the provided array [`AggregateFunction(groupBitmap, T)`](/sql-reference/data-types/aggregatefunction)","**Usage example**

```sql title=Query
SELECT bitmapBuild([1, 2, 3, 4, 5]) AS res, toTypeName(res);
```

```response title=Response
┌─res─┬─toTypeName(bitmapBuild([1, 2, 3, 4, 5]))─────┐
│     │ AggregateFunction(groupBitmap, UInt8)        │
└─────┴──────────────────────────────────────────────┘
```

","20.1","Bitmap"
"25.7.1.3997","blockSize",0,0,"","","System","","","","","","",""
"25.7.1.3997","isNotNull",0,0,"","","System","","","","","","",""
"25.7.1.3997","seriesPeriodDetectFFT",0,0,"","","System","
Finds the period of the given time series data using FFT
FFT - Fast Fourier transform (https://en.wikipedia.org/wiki/Fast_Fourier_transform)

**Syntax**

```sql
seriesPeriodDetectFFT(series);
```

**Arguments**

- `series` - An array of numeric values

**Returned value**

- A real value equal to the period of time series
- Returns NAN when number of data points are less than four.

Type: [Float64](../../sql-reference/data-types/float.md).

**Examples**

Query:

```sql
SELECT seriesPeriodDetectFFT([1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 6]) AS print_0;
```

Result:

```text
┌───────────print_0──────┐
│                      3 │
└────────────────────────┘
```

```sql
SELECT seriesPeriodDetectFFT(arrayMap(x -> abs((x % 6) - 3), range(1000))) AS print_0;
```

Result:

```text
┌─print_0─┐
│       6 │
└─────────┘
```
","","","","","","Time Series"
"25.7.1.3997","alphaTokens",0,0,"","","System","","","","","","",""
"25.7.1.3997","toIPv6OrZero",0,0,"","","System","","","","","","",""
"25.7.1.3997","sparseGramsHashesUTF8",0,0,"","","System","Finds hashes of all substrings of a given string that have a length of at least `n`,
where the hashes of the (n-1)-grams at the borders of the substring
are strictly greater than those of any (n-1)-gram inside the substring.","","- `s` — An input string - `min_ngram_length` — The minimum length of extracted ngram. The default and minimal value is 3 - `max_ngram_length` — The maximum length of extracted ngram. The default value is 100. Should be not less than 'min_ngram_length' ","An array of selected substrings hashes","","","String"
