"ch_version","name","value","changed","description"
"19.13.6.51","log_queries_cut_to_length","100000",0,"""If query length is greater than specified threshold (in bytes), then cut query when writing to query log. Also limit length of printed query in ordinary text log."""
"19.13.6.51","distributed_product_mode","deny",0,"""How are distributed subqueries performed inside IN or JOIN sections?"""
"19.13.6.51","max_concurrent_queries_for_user","0",0,"""The maximum number of concurrent requests per user."""
"19.13.6.51","insert_deduplicate","1",0,"""For INSERT queries in the replicated table, specifies that deduplication of insertings blocks should be preformed"""
"19.13.6.51","insert_quorum","0",0,"""For INSERT queries in the replicated table, wait writing for the specified number of replicas and linearize the addition of the data. 0 - disabled."""
"19.13.6.51","insert_quorum_timeout","600000",0,""""""
"19.13.6.51","select_sequential_consistency","0",0,"""For SELECT queries from the replicated table, throw an exception if the replica does not have a chunk written with the quorum; do not read the parts that have not yet been written with the quorum."""
"19.13.6.51","table_function_remote_max_addresses","1000",0,"""The maximum number of different shards and the maximum number of replicas of one shard in the `remote` function."""
"19.13.6.51","read_backoff_min_latency_ms","1000",0,"""Setting to reduce the number of threads in case of slow reads. Pay attention only to reads that took at least that much time."""
"19.13.6.51","read_backoff_max_throughput","1048576",0,"""Settings to reduce the number of threads in case of slow reads. Count events when the read bandwidth is less than that many bytes per second."""
"19.13.6.51","read_backoff_min_interval_between_events_ms","1000",0,"""Settings to reduce the number of threads in case of slow reads. Do not pay attention to the event, if the previous one has passed less than a certain amount of time."""
"19.13.6.51","read_backoff_min_events","2",0,"""Settings to reduce the number of threads in case of slow reads. The number of events after which the number of threads will be reduced."""
"19.13.6.51","memory_tracker_fault_probability","0",0,"""For testing of `exception safety` - throw an exception every time you allocate memory with the specified probability."""
"19.13.6.51","enable_http_compression","0",0,"""Compress the result if the client over HTTP said that it understands data compressed by gzip or deflate."""
"19.13.6.51","http_zlib_compression_level","3",0,"""Compression level - used if the client on HTTP said that it understands data compressed by gzip or deflate."""
"19.13.6.51","http_native_compression_disable_checksumming_on_decompress","0",0,"""If you uncompress the POST data from the client compressed by the native format, do not check the checksum."""
"19.13.6.51","count_distinct_implementation","uniqExact",0,"""What aggregate function to use for implementation of count(DISTINCT ...)"""
"19.13.6.51","output_format_write_statistics","1",0,"""Write statistics about read rows, bytes, time elapsed in suitable output formats."""
"19.13.6.51","add_http_cors_header","0",0,"""Write add http CORS header."""
"19.13.6.51","input_format_skip_unknown_fields","0",0,"""Skip columns with unknown names from input data (it works for JSONEachRow, CSVWithNames, TSVWithNames and TSKV formats)."""
"19.13.6.51","input_format_with_names_use_header","0",0,"""For TSVWithNames and CSVWithNames input formats this controls whether format parser is to assume that column data appear in the input exactly as they are specified in the header."""
"19.13.6.51","input_format_import_nested_json","0",0,"""Map nested JSON data to nested tables (it works for JSONEachRow format)."""
"19.13.6.51","input_format_defaults_for_omitted_fields","1",0,"""For input data calculate default expressions for omitted fields (it works for JSONEachRow format)."""
"19.13.6.51","input_format_values_interpret_expressions","1",0,"""For Values format: if field could not be parsed by streaming parser, run SQL parser and try to interpret it as SQL expression."""
"19.13.6.51","output_format_json_quote_64bit_integers","1",0,"""Controls quoting of 64-bit integers in JSON output format."""
"19.13.6.51","output_format_json_quote_denormals","0",0,"""Enables '+nan', '-nan', '+inf', '-inf' outputs in JSON output format."""
"19.13.6.51","output_format_json_escape_forward_slashes","1",0,"""Controls escaping forward slashes for string outputs in JSON output format. This is intended for compatibility with JavaScript. Don't confuse with backslashes that are always escaped."""
"19.13.6.51","output_format_pretty_max_rows","10000",0,"""Rows limit for Pretty formats."""
"19.13.6.51","output_format_pretty_max_column_pad_width","250",0,"""Maximum width to pad all values in a column in Pretty formats."""
"19.13.6.51","output_format_pretty_color","1",0,"""Use ANSI escape sequences to paint colors in Pretty formats"""
"19.13.6.51","output_format_parquet_row_group_size","1000000",0,"""Row group size in rows."""
"19.13.6.51","use_client_time_zone","0",0,"""Use client timezone for interpreting DateTime string values, instead of adopting server timezone."""
"19.13.6.51","send_progress_in_http_headers","0",0,"""Send progress notifications using X-ClickHouse-Progress headers. Some clients do not support high amount of HTTP headers (Python requests in particular), so it is disabled by default."""
"19.13.6.51","http_headers_progress_interval_ms","100",0,"""Do not send HTTP headers X-ClickHouse-Progress more frequently than at each specified interval."""
"19.13.6.51","fsync_metadata","1",0,"""Do fsync after changing metadata for tables and databases (.sql files). Could be disabled in case of poor latency on server with high load of DDL queries and high load of disk subsystem."""
"19.13.6.51","input_format_allow_errors_num","0",0,"""Maximum absolute amount of errors while reading text formats (like CSV, TSV). In case of error, if both absolute and relative values are non-zero, and at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue."""
"19.13.6.51","input_format_allow_errors_ratio","0",0,"""Maximum relative amount of errors while reading text formats (like CSV, TSV). In case of error, if both absolute and relative values are non-zero, and at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue."""
"19.13.6.51","join_use_nulls","0",0,"""Use NULLs for non-joined rows of outer JOINs for types that can be inside Nullable. If false, use default value of corresponding columns data type."""
"19.13.6.51","join_default_strictness","ALL",0,"""Set default strictness in JOIN query. Possible values: empty string, 'ANY', 'ALL'. If empty, query without strictness will throw exception."""
"19.13.6.51","preferred_block_size_bytes","1000000",0,""""""
"19.13.6.51","max_replica_delay_for_distributed_queries","300",0,"""If set, distributed queries of Replicated tables will choose servers with replication delay in seconds less than the specified value (not inclusive). Zero means do not take delay into account."""
"19.13.6.51","fallback_to_stale_replicas_for_distributed_queries","1",0,"""Suppose max_replica_delay_for_distributed_queries is set and all replicas for the queried table are stale. If this setting is enabled, the query will be performed anyway, otherwise the error will be reported."""
"19.13.6.51","preferred_max_column_in_block_size_bytes","0",0,"""Limit on max column size in block while reading. Helps to decrease cache misses count. Should be close to L2 cache size."""
"19.13.6.51","insert_distributed_sync","0",0,"""If setting is enabled, insert query into distributed waits until data will be sent to all nodes in cluster."""
"19.13.6.51","insert_distributed_timeout","0",0,"""Timeout for insert query into distributed. Setting is used only with insert_distributed_sync enabled. Zero value means no timeout."""
"19.13.6.51","distributed_ddl_task_timeout","180",0,"""Timeout for DDL query responses from all hosts in cluster. If a ddl request has not been performed on all hosts, a response will contain a timeout error and a request will be executed in an async mode. Negative value means infinite."""
"19.13.6.51","stream_flush_interval_ms","7500",0,"""Timeout for flushing data from streaming storages."""
"19.13.6.51","stream_poll_timeout_ms","500",0,"""Timeout for polling data from streaming storages."""
"19.13.6.51","format_schema","",0,"""Schema identifier (used by schema-based formats)"""
"19.13.6.51","insert_allow_materialized_columns","0",0,"""If setting is enabled, Allow materialized columns in INSERT."""
"19.13.6.51","http_connection_timeout","1",0,"""HTTP connection timeout."""
"19.13.6.51","http_send_timeout","1800",0,"""HTTP send timeout"""
"19.13.6.51","http_receive_timeout","1800",0,"""HTTP receive timeout"""
"19.13.6.51","optimize_throw_if_noop","0",0,"""If setting is enabled and OPTIMIZE query didn't actually assign a merge then an explanatory exception is thrown"""
"19.13.6.51","use_index_for_in_with_subqueries","1",0,"""Try using an index if there is a subquery or a table expression on the right side of the IN operator."""
"19.13.6.51","empty_result_for_aggregation_by_empty_set","0",0,"""Return empty result when aggregating without keys on empty set."""
"19.13.6.51","allow_distributed_ddl","1",0,"""If it is set to true, then a user is allowed to executed distributed DDL queries."""
"19.13.6.51","odbc_max_field_size","1024",0,"""Max size of filed can be read from ODBC dictionary. Long strings are truncated."""
"19.13.6.51","query_profiler_real_time_period_ns","0",0,"""Highly experimental. Period for real clock timer of query profiler (in nanoseconds). Set 0 value to turn off real clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling."""
"19.13.6.51","query_profiler_cpu_time_period_ns","0",0,"""Highly experimental. Period for CPU clock timer of query profiler (in nanoseconds). Set 0 value to turn off CPU clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling."""
"19.13.6.51","max_rows_to_read","0",0,"""Limit on read rows from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server."""
"19.13.6.51","max_bytes_to_read","0",0,"""Limit on read bytes (after decompression) from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server."""
"19.13.6.51","read_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","max_rows_to_group_by","0",0,""""""
"19.13.6.51","group_by_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","max_bytes_before_external_group_by","0",0,""""""
"19.13.6.51","max_rows_to_sort","0",0,""""""
"19.13.6.51","max_bytes_to_sort","0",0,""""""
"19.13.6.51","sort_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","max_bytes_before_external_sort","0",0,""""""
"19.13.6.51","max_bytes_before_remerge_sort","1000000000",0,"""In case of ORDER BY with LIMIT, when memory usage is higher than specified threshold, perform additional steps of merging blocks before final merge to keep just top LIMIT rows."""
"19.13.6.51","max_result_rows","0",0,"""Limit on result size in rows. Also checked for intermediate data sent from remote servers."""
"19.13.6.51","max_result_bytes","0",0,"""Limit on result size in bytes (uncompressed). Also checked for intermediate data sent from remote servers."""
"19.13.6.51","result_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","max_execution_time","0",0,""""""
"19.13.6.51","timeout_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","min_execution_speed","0",0,"""Minimum number of execution rows per second."""
"19.13.6.51","max_execution_speed","0",0,"""Maximum number of execution rows per second."""
"19.13.6.51","min_execution_speed_bytes","0",0,"""Minimum number of execution bytes per second."""
"19.13.6.51","max_execution_speed_bytes","0",0,"""Maximum number of execution bytes per second."""
"19.13.6.51","timeout_before_checking_execution_speed","0",0,"""Check that the speed is not too low after the specified time has elapsed."""
"19.13.6.51","max_columns_to_read","0",0,""""""
"19.13.6.51","max_temporary_columns","0",0,""""""
"19.13.6.51","max_temporary_non_const_columns","0",0,""""""
"19.13.6.51","max_subquery_depth","100",0,""""""
"19.13.6.51","max_pipeline_depth","1000",0,""""""
"19.13.6.51","max_ast_depth","1000",0,"""Maximum depth of query syntax tree. Checked after parsing."""
"19.13.6.51","max_ast_elements","50000",0,"""Maximum size of query syntax tree in number of nodes. Checked after parsing."""
"19.13.6.51","max_expanded_ast_elements","500000",0,"""Maximum size of query syntax tree in number of nodes after expansion of aliases and the asterisk."""
"19.13.6.51","readonly","0",0,"""0 - everything is allowed. 1 - only read requests. 2 - only read requests, as well as changing settings, except for the 'readonly' setting."""
"19.13.6.51","max_rows_in_set","0",0,"""Maximum size of the set (in number of elements) resulting from the execution of the IN section."""
"19.13.6.51","max_bytes_in_set","0",0,"""Maximum size of the set (in bytes in memory) resulting from the execution of the IN section."""
"19.13.6.51","set_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","max_rows_in_join","0",0,"""Maximum size of the hash table for JOIN (in number of rows)."""
"19.13.6.51","max_bytes_in_join","0",0,"""Maximum size of the hash table for JOIN (in number of bytes in memory)."""
"19.13.6.51","join_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","join_any_take_last_row","0",0,"""When disabled (default) ANY JOIN will take the first found row for a key. When enabled, it will take the last row seen if there are multiple rows for the same key."""
"19.13.6.51","max_rows_to_transfer","0",0,"""Maximum size (in rows) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed."""
"19.13.6.51","max_bytes_to_transfer","0",0,"""Maximum size (in uncompressed bytes) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed."""
"19.13.6.51","transfer_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","max_rows_in_distinct","0",0,"""Maximum number of elements during execution of DISTINCT."""
"19.13.6.51","max_bytes_in_distinct","0",0,"""Maximum total size of state (in uncompressed bytes) in memory for the execution of DISTINCT."""
"19.13.6.51","distinct_overflow_mode","throw",0,"""What to do when the limit is exceeded."""
"19.13.6.51","max_memory_usage","10000000000",1,"""Maximum memory usage for processing of single query. Zero means unlimited."""
"19.13.6.51","max_memory_usage_for_user","0",0,"""Maximum memory usage for processing all concurrently running queries for the user. Zero means unlimited."""
"19.13.6.51","max_memory_usage_for_all_queries","0",0,"""Maximum memory usage for processing all concurrently running queries on the server. Zero means unlimited."""
"19.13.6.51","max_network_bandwidth","0",0,"""The maximum speed of data exchange over the network in bytes per second for a query. Zero means unlimited."""
"19.13.6.51","max_network_bytes","0",0,"""The maximum number of bytes (compressed) to receive or transmit over the network for execution of the query."""
"19.13.6.51","max_network_bandwidth_for_user","0",0,"""The maximum speed of data exchange over the network in bytes per second for all concurrently running user queries. Zero means unlimited."""
"19.13.6.51","max_network_bandwidth_for_all_users","0",0,"""The maximum speed of data exchange over the network in bytes per second for all concurrently running queries. Zero means unlimited."""
"19.13.6.51","format_csv_delimiter",",",0,"""The character to be considered as a delimiter in CSV data. If setting with a string, a string has to have a length of 1."""
"19.13.6.51","format_csv_allow_single_quotes","1",0,"""If it is set to true, allow strings in single quotes."""
"19.13.6.51","format_csv_allow_double_quotes","1",0,"""If it is set to true, allow strings in double quotes."""
"19.13.6.51","date_time_input_format","basic",0,"""Method to read DateTime from text input formats. Possible values: 'basic' and 'best_effort'."""
"19.13.6.51","log_profile_events","1",0,"""Log query performance statistics into the query_log and query_thread_log."""
"19.13.6.51","log_query_settings","1",0,"""Log query settings into the query_log."""
"19.13.6.51","log_query_threads","1",0,"""Log query threads into system.query_thread_log table. This setting have effect only when 'log_queries' is true."""
"19.13.6.51","send_logs_level","none",0,"""Send server text logs with specified minimum level to client. Valid values: 'trace', 'debug', 'information', 'warning', 'error', 'none'"""
"19.13.6.51","enable_optimize_predicate_expression","1",0,"""If it is set to true, optimize predicates to subqueries."""
"19.13.6.51","enable_optimize_predicate_expression_to_final_subquery","1",0,"""Allow push predicate to final subquery."""
"19.13.6.51","low_cardinality_max_dictionary_size","8192",0,"""Maximum size (in rows) of shared global dictionary for LowCardinality type."""
"19.13.6.51","low_cardinality_use_single_dictionary_for_part","0",0,"""LowCardinality type serialization setting. If is true, than will use additional keys when global dictionary overflows. Otherwise, will create several shared dictionaries."""
"19.13.6.51","decimal_check_overflow","1",0,"""Check overflow of decimal arithmetic/comparison operations"""
"19.13.6.51","prefer_localhost_replica","1",0,"""1 - always send query to local replica, if it exists. 0 - choose replica to send query between local and remote ones according to load_balancing"""
"19.13.6.51","max_fetch_partition_retries_count","5",0,"""Amount of retries while fetching partition from another host."""
"19.13.6.51","asterisk_left_columns_only","0",0,"""If it is set to true, the asterisk only return left of join query."""
"19.13.6.51","http_max_multipart_form_data_size","1073741824",0,"""Limit on size of multipart/form-data content. This setting cannot be parsed from URL parameters and should be set in user profile. Note that content is parsed and external tables are created in memory before start of query execution. And this is the only limit that has effect on that stage (limits on max memory usage and max execution time have no effect while reading HTTP form data)."""
"19.13.6.51","calculate_text_stack_trace","1",0,"""Calculate text stack trace in case of exceptions during query execution. This is the default. It requires symbol lookups that may slow down fuzzing tests when huge amount of wrong queries are executed. In normal cases you should not disable this option."""
"19.13.6.51","allow_ddl","1",0,"""If it is set to true, then a user is allowed to executed DDL queries."""
"19.13.6.51","parallel_view_processing","0",0,"""Enables pushing to attached views concurrently instead of sequentially."""
"19.13.6.51","enable_debug_queries","0",0,"""Enables debug queries such as AST."""
"19.13.6.51","enable_unaligned_array_join","0",0,"""Allow ARRAY JOIN with multiple arrays that have different sizes. When this settings is enabled, arrays will be resized to the longest one."""
"19.13.6.51","low_cardinality_allow_in_native_format","1",0,"""Use LowCardinality type in Native format. Otherwise, convert LowCardinality columns to ordinary for select query, and convert ordinary columns to required LowCardinality for insert query."""
"19.13.6.51","allow_experimental_multiple_joins_emulation","1",0,"""Emulate multiple joins using subselects"""
"19.13.6.51","allow_experimental_cross_to_join_conversion","1",0,"""Convert CROSS JOIN to INNER JOIN if possible"""
"19.13.6.51","cancel_http_readonly_queries_on_client_close","0",0,"""Cancel HTTP readonly queries when a client closes the connection without waiting for response."""
"19.13.6.51","external_table_functions_use_nulls","1",0,"""If it is set to true, external table functions will implicitly use Nullable type if needed. Otherwise NULLs will be substituted with default values. Currently supported only for 'mysql' table function."""
"19.13.6.51","allow_experimental_data_skipping_indices","0",0,"""If it is set to true, data skipping indices can be used in CREATE TABLE/ALTER TABLE queries."""
"19.13.6.51","experimental_use_processors","0",0,"""Use processors pipeline."""
"19.13.6.51","allow_hyperscan","1",0,"""Allow functions that use Hyperscan library. Disable to avoid potentially long compilation times and excessive resource usage."""
"19.13.6.51","allow_simdjson","1",0,"""Allow using simdjson library in 'JSON*' functions if AVX2 instructions are available. If disabled rapidjson will be used."""
"19.13.6.51","max_partitions_per_insert_block","100",0,"""Limit maximum number of partitions in single INSERTed block. Zero means unlimited. Throw exception if the block contains too many partitions. This setting is a safety threshold, because using large number of partitions is a common misconception."""
"19.13.6.51","check_query_single_value_result","1",0,"""Return check query result as single 1/0 value"""
"19.13.6.51","allow_experimental_low_cardinality_type","1",0,"""Obsolete setting, does nothing. Will be removed after 2019-08-13"""
