"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","introduced_in","categories"
"25.8.1.5101","parseDateTime64BestEffortUSOrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","parseDateTime64BestEffortUS",0,0,"","","System","","","","","","",""
"25.8.1.5101","parseDateTime64BestEffortOrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","parseDateTime64BestEffort",0,0,"","","System","","","","","","",""
"25.8.1.5101","parseDateTime32BestEffort",0,0,"","","System","","","","","","",""
"25.8.1.5101","parseDateTimeBestEffortOrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","parseDateTimeBestEffortOrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toIPv6OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toUUIDOrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDecimal64OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDecimal32OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDateTimeOrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDateOrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toBFloat16OrNull",0,0,"","","System","
Converts String to Nullable(BFloat16).

If the string does not represent a floating point value, the function returns NULL.

The function allows a silent loss of precision while converting from the string representation. In that case, it will return the truncated result.

Example of successful conversion:
[example:typical]

Examples of not successful conversion:
[example:invalid1]
[example:invalid2]

Example of a loss of precision:
[example:precision]
","","","","**typical**

```sql title=Query
SELECT toBFloat16OrNull('12.3');
```

```response title=Response
12.3125
```

**invalid1**

```sql title=Query
SELECT toBFloat16OrNull('abc');
```

```response title=Response
NULL
```

**invalid2**

```sql title=Query
SELECT toBFloat16OrNull(' 1');
```

```response title=Response
NULL
```

**precision**

```sql title=Query
SELECT toBFloat16OrNull('12.3456789');
```

```response title=Response
12.375
```

","","Type Conversion"
"25.8.1.5101","toInt128OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","UUIDv7ToDateTime",0,0,"","","System","
This function extracts the timestamp from a UUID and returns it as a DateTime64(3) typed value.
The function expects the UUID having version 7 to be provided as the first argument.
An optional second argument can be passed to specify a timezone for the timestamp.
","","","","**uuid**

```sql title=Query
select UUIDv7ToDateTime(generateUUIDv7())
```

```response title=Response

```

**uuid**

```sql title=Query
select generateUUIDv7() as uuid, UUIDv7ToDateTime(uuid), UUIDv7ToDateTime(uuid, 'America/New_York')
```

```response title=Response

```

","","UUID"
"25.8.1.5101","toInt64OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","parseDateTimeBestEffortUSOrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toInt32OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toUInt128OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toUInt64OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDecimal256OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDecimal64OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDecimal32OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDateTimeOrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toTime64OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDate32OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDateOrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toFloat64OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toBFloat16OrZero",0,0,"","","System","
Converts String to BFloat16.

If the string does not represent a floating point value, the function returns zero.

The function allows a silent loss of precision while converting from the string representation. In that case, it will return the truncated result.

Example of successful conversion:
[example:typical]

Examples of not successful conversion:
[example:invalid1]
[example:invalid2]

Example of a loss of precision:
[example:precision]
","","","","**typical**

```sql title=Query
SELECT toBFloat16OrZero('12.3');
```

```response title=Response
12.3125
```

**invalid1**

```sql title=Query
SELECT toBFloat16OrZero('abc');
```

```response title=Response
0
```

**invalid2**

```sql title=Query
SELECT toBFloat16OrZero(' 1');
```

```response title=Response
0
```

**precision**

```sql title=Query
SELECT toBFloat16OrZero('12.3456789');
```

```response title=Response
12.375
```

","","Type Conversion"
"25.8.1.5101","toInt128OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toInt8OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toUInt128OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toUInt32OrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","toIPv6",0,0,"","","System","","","","","","",""
"25.8.1.5101","toIPv4",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDateTime",0,0,"","","System","","","","","","",""
"25.8.1.5101","toTime",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDate32",0,0,"","","System","","","","","","",""
"25.8.1.5101","DATE",0,1,"","","System","","","","","","",""
"25.8.1.5101","toDate",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDecimal128",0,0,"","","System","","","","","","",""
"25.8.1.5101","toDecimal32",0,0,"","","System","","","","","","",""
"25.8.1.5101","toFloat64",0,0,"","","System","","","","","","",""
"25.8.1.5101","toFloat32",0,0,"","","System","","","","","","",""
"25.8.1.5101","toBFloat16",0,0,"","","System","
Converts Float32 to BFloat16 with losing the precision.

Example:
[example:typical]
","","","","**typical**

```sql title=Query
SELECT toBFloat16(12.3::Float32);
```

```response title=Response
12.3125
```

","","Type Conversion"
"25.8.1.5101","toInt128",0,0,"","","System","","","","","","",""
"25.8.1.5101","toInt64",0,0,"","","System","","","","","","",""
"25.8.1.5101","toInt32",0,0,"","","System","","","","","","",""
"25.8.1.5101","toInt16",0,0,"","","System","","","","","","",""
"25.8.1.5101","toUInt64",0,0,"","","System","","","","","","",""
"25.8.1.5101","financialNetPresentValueExtended",0,0,"","","System","
Calculates the Extended Net Present Value (XNPV) for a series of cash flows occurring at irregular intervals. XNPV considers the specific timing of each cash flow when calculating present value.

XNPV equation for `ACT_365F`:

$$
XNPV=\sum_{i=1}^n \frac{cashflow_i}{(1 + rate)^{(date_i - date_0)/365}}
$$

Arrays should be sorted by date in ascending order. Dates need to be unique.
    ","financialNetPresentValueExtended(rate, cashflows, dates[, daycount])","- `rate` — The discount rate to apply. [`Float*`](/sql-reference/data-types/float)
- `cashflows` — Array of cash flows. Each value represents a payment (negative value) or income (positive value). Must contain at least one positive and one negative value. [`Array(Int8/16/32/64)`](/sql-reference/data-types/array) or [`Array(Float*)`](/sql-reference/data-types/array)
- `dates` — Array of dates corresponding to each cash flow. Must have the same size as cashflows array. [`Array(Date)`](/sql-reference/data-types/array) or [`Array(Date32)`](/sql-reference/data-types/array)
- `[, daycount]` — Optional day count convention. Supported values: `'ACT_365F'` (default) — Actual/365 Fixed, `'ACT_365_25'` — Actual/365.25. [`String`](/sql-reference/data-types/string)
","Returns the net present value as a Float64 value. [`Float64`](/sql-reference/data-types/float)","**Basic usage**

```sql title=Query
SELECT financialNetPresentValueExtended(0.1, [-10000., 5750., 4250., 3250.], [toDate('2020-01-01'), toDate('2020-03-01'), toDate('2020-10-30'), toDate('2021-02-15')])
```

```response title=Response
2506.579458169746
```

**Using different day count convention**

```sql title=Query
SELECT financialNetPresentValueExtended(0.1, [-10000., 5750., 4250., 3250.], [toDate('2020-01-01'), toDate('2020-03-01'), toDate('2020-10-30'), toDate('2021-02-15')], 'ACT_365_25')
```

```response title=Response
2507.067268742502
```

","25.7","Financial"
"25.8.1.5101","toTimeOrZero",0,0,"","","System","","","","","","",""
"25.8.1.5101","sin",0,1,"","","System","Returns the sine of the argument.","sin(x)","- `x` — The number whose sine will be returned. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal*`](/sql-reference/data-types/decimal)
","Returns the sine of x.","**simple**

```sql title=Query
SELECT sin(1.23)
```

```response title=Response
0.9424888019316975
```

","","Mathematical"
"25.8.1.5101","idnaDecode",0,0,"","","System","
Returns the Unicode (UTF-8) representation (ToUnicode algorithm) of a domain name according to the [Internationalized Domain Names in Applications](https://en.wikipedia.org/wiki/Internationalized_domain_name#Internationalizing_Domain_Names_in_Applications) (IDNA) mechanism.
In case of an error (e.g. because the input is invalid), the input string is returned.
Note that repeated application of [`idnaEncode()`](#idnaEncode) and [`idnaDecode()`](#idnaDecode) does not necessarily return the original string due to case normalization.
","idnaDecode(s)","- `s` — Input string. [`String`](/sql-reference/data-types/string)
","Returns a Unicode (UTF-8) representation of the input string according to the IDNA mechanism of the input value. [`String`](/sql-reference/data-types/string)","**Usage example**

```sql title=Query
SELECT idnaDecode('xn--strae-oqa.xn--mnchen-3ya.de')
```

```response title=Response
┌─idnaDecode('xn--strae-oqa.xn--mnchen-3ya.de')─┐
│ straße.münchen.de                             │
└───────────────────────────────────────────────┘
```

","24.1","String"
"25.8.1.5101","formatDateTimeInJodaSyntax",0,0,"","","System","
Similar to `formatDateTime`, except that it formats datetime in Joda style instead of MySQL style. Refer to [Joda Time documentation](https://joda-time.sourceforge.net/apidocs/org/joda/time/format/DateTimeFormat.html).

The opposite operation of this function is [`parseDateTimeInJodaSyntax`](/sql-reference/functions/type-conversion-functions#parsedatetimeinjodasyntax).

Using replacement fields, you can define a pattern for the resulting string.

**Replacement fields:**

| Placeholder | Description | Presentation | Examples |
|-------------|-------------|-------------|----------|
| G | era | text | AD |
| C | century of era (>=0) | number | 20 |
| Y | year of era (>=0) | year | 1996 |
| x | weekyear (not supported yet) | year | 1996 |
| w | week of weekyear (not supported yet) | number | 27 |
| e | day of week | number | 2 |
| E | day of week | text | Tuesday; Tue |
| y | year | year | 1996 |
| D | day of year | number | 189 |
| M | month of year | month | July; Jul; 07 |
| d | day of month | number | 10 |
| a | halfday of day | text | PM |
| K | hour of halfday (0~11) | number | 0 |
| h | clockhour of halfday (1~12) | number | 12 |
| H | hour of day (0~23) | number | 0 |
| k | clockhour of day (1~24) | number | 24 |
| m | minute of hour | number | 30 |
| s | second of minute | number | 55 |
| S | fraction of second | number | 978 |
| z | time zone | text | Eastern Standard Time; EST |
| Z | time zone offset | zone | -0800; -0812 |
| ' | escape for text | delimiter | |
| '' | single quote | literal | ' |
    ","formatDateTimeInJodaSyntax(datetime, format[, timezone])","- `datetime` — A date or date time to format. [`DateTime`](/sql-reference/data-types/datetime) or [`Date`](/sql-reference/data-types/date) or [`Date32`](/sql-reference/data-types/date32) or [`DateTime64`](/sql-reference/data-types/datetime64)
- `format` — Format string with Joda-style replacement fields. [`String`](/sql-reference/data-types/string)
- `timezone` — Optional. Timezone name for the formatted time. [`String`](/sql-reference/data-types/string)
","Returns time and date values according to the determined format. [`String`](/sql-reference/data-types/string)","**Format datetime using Joda syntax**

```sql title=Query
SELECT formatDateTimeInJodaSyntax(toDateTime('2010-01-04 12:34:56'), 'yyyy-MM-dd HH:mm:ss')
```

```response title=Response
┌─formatDateTimeInJodaSyntax(toDateTime('2010-01-04 12:34:56'), 'yyyy-MM-dd HH:mm:ss')─┐
│ 2010-01-04 12:34:56                                                                     │
└─────────────────────────────────────────────────────────────────────────────────────────┘
```

","20.1","Dates and Times"
"25.8.1.5101","halfMD5",0,0,"","","System","
[Interprets](../..//sql-reference/functions/type-conversion-functions.md/#type_conversion_functions-reinterpretAsString) all the input
parameters as strings and calculates the MD5 hash value for each of them. Then combines hashes, takes the first 8 bytes of the hash of the
resulting string, and interprets them as [UInt64](../../../sql-reference/data-types/int-uint.md) in big-endian byte order. The function is
relatively slow (5 million short strings per second per processor core).

Consider using the [`sipHash64`](#sipHash64) function instead.

The function takes a variable number of input parameters.
Arguments can be any of the supported data types.
For some data types calculated value of hash function may be the same for the same values even if types of arguments differ (integers of different size, named and unnamed Tuple with the same data, Map and the corresponding Array(Tuple(key, value)) type with the same data).
    ","SELECT halfMD5(arg1[, arg2, ..., argN])","- `arg1[, arg2, ..., argN]` — Variable number of arguments for which to compute the hash. [`Any`](/sql-reference/data-types)
","Returns the computed half MD5 hash of the given input params returned as a `UInt64` in big-endian byte order. [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT HEX(halfMD5('abc', 'cde', 'fgh'));
```

```response title=Response
┌─hex(halfMD5('abc', 'cde', 'fgh'))─┐
│ 2C9506B7374CFAF4                  │
└───────────────────────────────────┘
```

","1.1","Hash"
"25.8.1.5101","wyHash64",0,0,"","","System","Computes a 64-bit [wyHash64](https://github.com/wangyi-fudan/wyhash) hash value.","wyHash64(arg)","- `arg` — String argument for which to compute the hash. [`String`](/sql-reference/data-types/string)
","Returns the computed 64-bit hash value [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT wyHash64('ClickHouse') AS Hash;
```

```response title=Response
12336419557878201794
```

","22.7","Hash"
"25.8.1.5101","xxHash64",0,0,"","","System","
Calculates a [xxHash](http://cyan4973.github.io/xxHash/) from a string.

For the 32-bit version see [`xxHash32`](#xxHash32)
","xxHash64(arg)","- `arg` — Input string to hash. [`String`](/sql-reference/data-types/string)
","Returns the computed 64-bit hash of the input string. [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT xxHash64('Hello, world!');
```

```response title=Response
┌─xxHash64('Hello, world!')─┐
│      17691043854468224118 │
└───────────────────────────┘
```

","20.1","Hash"
"25.8.1.5101","toUInt8OrNull",0,0,"","","System","","","","","","",""
"25.8.1.5101","hiveHash",0,0,"","","System","
Calculates a ""HiveHash"" from a string.
This is just [`JavaHash`](#javahash) with zeroed out sign bits.
This function is used in [Apache Hive](https://en.wikipedia.org/wiki/Apache_Hive) for versions before 3.0.

::caution
This hash function is unperformant.
Use it only when this algorithm is already used in another system and you need to calculate the same result.
:::
","hiveHash(arg)","- `arg` — Input string to hash. [`String`](/sql-reference/data-types/string)
","Returns the computed ""hive hash"" of the input string. [`Int32`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT hiveHash('Hello, world!');
```

```response title=Response
┌─hiveHash('Hello, world!')─┐
│                 267439093 │
└───────────────────────────┘
```

","20.1","Hash"
"25.8.1.5101","javaHash",0,0,"","","System","
Calculates JavaHash from:
- [string](http://hg.openjdk.java.net/jdk8u/jdk8u/jdk/file/478a4add975b/src/share/classes/java/lang/String.java#l1452),
- [Byte](https://hg.openjdk.java.net/jdk8u/jdk8u/jdk/file/478a4add975b/src/share/classes/java/lang/Byte.java#l405),
- [Short](https://hg.openjdk.java.net/jdk8u/jdk8u/jdk/file/478a4add975b/src/share/classes/java/lang/Short.java#l410),
- [Integer](https://hg.openjdk.java.net/jdk8u/jdk8u/jdk/file/478a4add975b/src/share/classes/java/lang/Integer.java#l959),
- [Long](https://hg.openjdk.java.net/jdk8u/jdk8u/jdk/file/478a4add975b/src/share/classes/java/lang/Long.java#l1060).

:::caution
This hash function is unperformant.
Use it only when this algorithm is already in use in another system and you need to calculate the same result.
:::

:::note
Java only supports calculating the hash of signed integers,
so if you want to calculate a hash of unsigned integers you must cast them to the proper signed ClickHouse types.
:::
","javaHash(arg)","- `arg` — Input value to hash. [`Any`](/sql-reference/data-types)
","Returns the computed hash of `arg` [`Int32`](/sql-reference/data-types/int-uint)","**Usage example 1**

```sql title=Query
SELECT javaHash(toInt32(123));
```

```response title=Response
┌─javaHash(toInt32(123))─┐
│               123      │
└────────────────────────┘
```

**Usage example 2**

```sql title=Query
SELECT javaHash('Hello, world!');
```

```response title=Response
┌─javaHash('Hello, world!')─┐
│               -1880044555 │
└───────────────────────────┘
```

","20.1","Hash"
"25.8.1.5101","metroHash64",0,0,"","","System","
Produces a 64-bit [MetroHash](http://www.jandrewrogers.com/2015/05/27/metrohash/) hash value.

:::note
The calculated hash values may be equal for the same input values of different argument types.
This affects for example integer types of different size, named and unnamed `Tuple` with the same data, `Map` and the corresponding `Array(Tuple(key, value))` type with the same data.
:::
","metroHash64(arg1[, arg2, ...])","- `arg1[, arg2, ...]` — A variable number of input arguments for which to compute the hash. [`Any`](/sql-reference/data-types)
","Returns the computed hash of the input arguments. [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT metroHash64(array('e','x','a'), 'mple', 10, toDateTime('2019-06-15 23:00:00')) AS MetroHash, toTypeName(MetroHash) AS type;
```

```response title=Response
┌────────────MetroHash─┬─type───┐
│ 14235658766382344533 │ UInt64 │
└──────────────────────┴────────┘
```

","1.1","Hash"
"25.8.1.5101","farmFingerprint64",0,0,"","","System","
Produces a 64-bit [FarmHash](https://github.com/google/farmhash) value using the `Fingerprint64` method.

:::tip
`farmFingerprint64` is preferred for a stable and portable value over [`farmHash64`](#farmhash64).
:::

:::note
The calculated hash values may be equal for the same input values of different argument types.
This affects for example integer types of different size, named and unnamed `Tuple` with the same data, `Map` and the corresponding `Array(Tuple(key, value))` type with the same data.
:::
","farmFingerprint64(arg1[, arg2, ...])","- `arg1[, arg2, ...]` — A variable number of input arguments for which to compute the hash. [`Any`](/sql-reference/data-types)
","Returns the computed hash value of the input arguments. [`UInt64`](/sql-reference/data-types/int-uint)","**Usage example**

```sql title=Query
SELECT farmFingerprint64(array('e','x','a'), 'mple', 10, toDateTime('2019-06-15 23:00:00')) AS FarmFingerprint, toTypeName(FarmFingerprint) AS type;
```

```response title=Response
┌─────FarmFingerprint─┬─type───┐
│ 5752020380710916328 │ UInt64 │
└─────────────────────┴────────┘
```

","20.12","Hash"
"25.8.1.5101","sipHash128",0,0,"","","System","
Like [`sipHash64`](#siphash64) but produces a 128-bit hash value, i.e. the final xor-folding state is done up to 128 bits.

:::tip use sipHash128Reference for new projects
This 128-bit variant differs from the reference implementation and is weaker.
This version exists because, when it was written, there was no official 128-bit extension for SipHash.
New projects are advised to use [`sipHash128Reference`](#siphash128reference).
:::
","sipHash128(arg1[, arg2, ...])","- `arg1[, arg2, ...]` — A variable number of input arguments for which to compute the hash. [`Any`](/sql-reference/data-types)
","Returns a 128-bit `SipHash` hash value. [`FixedString(16)`](/sql-reference/data-types/fixedstring)","**Usage example**

```sql title=Query
SELECT hex(sipHash128('foo', '\x01', 3));
```

```response title=Response
┌─hex(sipHash128('foo', '', 3))────┐
│ 9DE516A64A414D4B1B609415E4523F24 │
└──────────────────────────────────┘
```

","1.1","Hash"
"25.8.1.5101","log2",0,1,"","","System","
Returns the binary logarithm of the argument.
","log2(x)","- `x` — The number for which to compute the binary logarithm of. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal*`](/sql-reference/data-types/decimal)
","Returns the binary logarithm of `x`. [`Float*`](/sql-reference/data-types/float)","**Usage example**

```sql title=Query
SELECT log2(8);
```

```response title=Response
3
```

","1.1","Mathematical"
"25.8.1.5101","regionToName",0,0,"","","System","","","","","","",""
"25.8.1.5101","regionIn",0,0,"","","System","","","","","","",""
"25.8.1.5101","cityHash64",0,0,"","","System","
Produces a 64-bit [CityHash](https://github.com/google/cityhash) hash value.

This is a fast non-cryptographic hash function.
It uses the CityHash algorithm for string parameters and implementation-specific fast non-cryptographic hash function for parameters with other data types.
The function uses the CityHash combinator to get the final results.

:::info
Google changed the algorithm of CityHash after it was added to ClickHouse.
In other words, ClickHouse's cityHash64 and Google's upstream CityHash now produce different results.
ClickHouse cityHash64 corresponds to CityHash v1.0.2.
:::

:::note
The calculated hash values may be equal for the same input values of different argument types.
This affects for example integer types of different size, named and unnamed `Tuple` with the same data, `Map` and the corresponding `Array(Tuple(key, value))` type with the same data.
:::
","cityHash64(arg1[, arg2, ...])","- `arg1[, arg2, ...]` — A variable number of input arguments for which to compute the hash. [`Any`](/sql-reference/data-types)
","Returns the computed hash of the input arguments. [`UInt64`](/sql-reference/data-types/int-uint)","**Call example**

```sql title=Query
SELECT cityHash64(array('e','x','a'), 'mple', 10, toDateTime('2019-06-15 23:00:00')) AS CityHash, toTypeName(CityHash) AS type;
```

```response title=Response
┌─────────────CityHash─┬─type───┐
│ 12072650598913549138 │ UInt64 │
└──────────────────────┴────────┘
```

**Computing the checksum of the entire table with accuracy up to the row order**

```sql title=Query
CREATE TABLE users (
    id UInt32,
    name String,
    age UInt8,
    city String
)
ENGINE = MergeTree
ORDER BY tuple();

INSERT INTO users VALUES
(1, 'Alice', 25, 'New York'),
(2, 'Bob', 30, 'London'),
(3, 'Charlie', 35, 'Tokyo');

SELECT groupBitXor(cityHash64(*)) FROM users;
```

```response title=Response
┌─groupBitXor(⋯age, city))─┐
│     11639977218258521182 │
└──────────────────────────┘
```

","1.1","Hash"
"25.8.1.5101","regionToTopContinent",0,0,"","","System","","","","","","",""
"25.8.1.5101","regionToArea",0,0,"","","System","","","","","","",""
"25.8.1.5101","regionToCity",0,0,"","","System","","","","","","",""
"25.8.1.5101","cutQueryString",0,0,"","","System","","","","","","",""
"25.8.1.5101","exp",0,1,"","","System","
Returns e raised to the power of `x`, where `x` is the given argument to the function.
","exp(x)","- `x` — The exponent. [`(U)Int*`](/sql-reference/data-types/int-uint) or [`Float*`](/sql-reference/data-types/float) or [`Decimal*`](/sql-reference/data-types/decimal)
","Returns `e^x` [`Float*`](/sql-reference/data-types/float)","**Basic usage**

```sql title=Query
SELECT round(exp(-1), 4)
```

```response title=Response
┌─round(exp(-1), 4)─┐
│            0.3679 │
└───────────────────┘
```

","1.1","Mathematical"
