"ch_version","name","value","changed","description","min","max","readonly","type"
"20.9.6.14","rabbitmq_max_wait_ms","5000",0,"The wait time for reading from RabbitMQ before retry.",\N,\N,0,"Milliseconds"
"20.9.6.14","poll_interval","10",0,"Block at the query wait loop on the server for the specified number of seconds.",\N,\N,0,"UInt64"
"20.9.6.14","idle_connection_timeout","3600",0,"Close idle TCP connections after specified number of seconds.",\N,\N,0,"UInt64"
"20.9.6.14","distributed_connections_pool_size","1024",0,"Maximum number of connections with one remote server in the pool.",\N,\N,0,"UInt64"
"20.9.6.14","connections_with_failover_max_tries","3",0,"The maximum number of attempts to connect to replicas.",\N,\N,0,"UInt64"
"20.9.6.14","s3_min_upload_part_size","536870912",0,"The minimum size of part to upload during multipart upload to S3.",\N,\N,0,"UInt64"
"20.9.6.14","extremes","0",0,"Calculate minimums and maximums of the result columns. They can be output in JSON-formats.",\N,\N,0,"Bool"
"20.9.6.14","use_uncompressed_cache","0",1,"Whether to use the cache of uncompressed blocks.",\N,\N,0,"Bool"
"20.9.6.14","replace_running_query","0",0,"Whether the running request should be canceled with the same id as the new one.",\N,\N,0,"Bool"
"20.9.6.14","background_buffer_flush_schedule_pool_size","16",0,"Number of threads performing background flush for tables with Buffer engine. Only has meaning at server startup.",\N,\N,0,"UInt64"
"20.9.6.14","background_pool_size","16",0,"Number of threads performing background work for tables (for example, merging in merge tree). Only has meaning at server startup.",\N,\N,0,"UInt64"
"20.9.6.14","background_move_pool_size","8",0,"Number of threads performing background moves for tables. Only has meaning at server startup.",\N,\N,0,"UInt64"
"20.9.6.14","background_schedule_pool_size","16",0,"Number of threads performing background tasks for replicated tables, dns cache updates. Only has meaning at server startup.",\N,\N,0,"UInt64"
"20.9.6.14","background_message_broker_schedule_pool_size","16",0,"Number of threads performing background tasks for message streaming. Only has meaning at server startup.",\N,\N,0,"UInt64"
"20.9.6.14","background_distributed_schedule_pool_size","16",0,"Number of threads performing background tasks for distributed sends. Only has meaning at server startup.",\N,\N,0,"UInt64"
"20.9.6.14","distributed_directory_monitor_sleep_time_ms","100",0,"Sleep time for StorageDistributed DirectoryMonitors, in case of any errors delay grows exponentially.",\N,\N,0,"Milliseconds"
"20.9.6.14","distributed_directory_monitor_max_sleep_time_ms","30000",0,"Maximum sleep time for StorageDistributed DirectoryMonitors, it limits exponential growth too.",\N,\N,0,"Milliseconds"
"20.9.6.14","distributed_directory_monitor_batch_inserts","0",0,"Should StorageDistributed DirectoryMonitors try to batch individual inserts into bigger ones.",\N,\N,0,"Bool"
"20.9.6.14","optimize_move_to_prewhere","1",0,"Allows disabling WHERE to PREWHERE optimization in SELECT queries from MergeTree.",\N,\N,0,"Bool"
"20.9.6.14","insert_in_memory_parts_timeout","600000",0,"",\N,\N,0,"Milliseconds"
"20.9.6.14","replication_alter_partitions_sync","1",0,"Wait for actions to manipulate the partitions. 0 - do not wait, 1 - wait for execution only of itself, 2 - wait for everyone.",\N,\N,0,"UInt64"
"20.9.6.14","replication_alter_columns_timeout","60",0,"Wait for actions to change the table structure within the specified number of seconds. 0 - wait unlimited time.",\N,\N,0,"UInt64"
"20.9.6.14","load_balancing","random",1,"Which replicas (among healthy replicas) to preferably send a query to (on the first attempt) for distributed processing.",\N,\N,0,"LoadBalancing"
"20.9.6.14","totals_mode","after_having_exclusive",0,"How to calculate TOTALS when HAVING is present, as well as when max_rows_to_group_by and group_by_overflow_mode = ‘any’ are present.",\N,\N,0,"TotalsMode"
"20.9.6.14","totals_auto_threshold","0.5",0,"The threshold for totals_mode = 'auto'.",\N,\N,0,"Float"
"20.9.6.14","allow_suspicious_low_cardinality_types","0",0,"In CREATE TABLE statement allows specifying LowCardinality modifier for types of small fixed size (8 or less). Enabling this may increase merge times and memory consumption.",\N,\N,0,"Bool"
"20.9.6.14","compile_expressions","0",0,"Compile some scalar functions and operators to native code.",\N,\N,0,"Bool"
"20.9.6.14","min_count_to_compile_expression","3",0,"The number of identical expressions before they are JIT-compiled",\N,\N,0,"UInt64"
"20.9.6.14","group_by_two_level_threshold","100000",0,"From what number of keys, a two-level aggregation starts. 0 - the threshold is not set.",\N,\N,0,"UInt64"
"20.9.6.14","group_by_two_level_threshold_bytes","100000000",0,"From what size of the aggregation state in bytes, a two-level aggregation begins to be used. 0 - the threshold is not set. Two-level aggregation is used when at least one of the thresholds is triggered.",\N,\N,0,"UInt64"
"20.9.6.14","distributed_aggregation_memory_efficient","0",0,"Is the memory-saving mode of distributed aggregation enabled.",\N,\N,0,"Bool"
"20.9.6.14","aggregation_memory_efficient_merge_threads","0",0,"Number of threads to use for merge intermediate aggregation results in memory efficient mode. When bigger, then more memory is consumed. 0 means - same as 'max_threads'.",\N,\N,0,"UInt64"
"20.9.6.14","max_parallel_replicas","1",0,"The maximum number of replicas of each shard used when the query is executed. For consistency (to get different parts of the same partition), this option only works for the specified sampling key. The lag of the replicas is not controlled.",\N,\N,0,"UInt64"
"20.9.6.14","parallel_replicas_count","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","parallel_replica_offset","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","special_sort","not_specified",0,"Specifies a sorting algorithm which will be using in ORDER BY query.",\N,\N,0,"SpecialSort"
"20.9.6.14","skip_unavailable_shards","0",0,"If 1, ClickHouse silently skips unavailable shards and nodes unresolvable through DNS. Shard is marked as unavailable when none of the replicas can be reached.",\N,\N,0,"Bool"
"20.9.6.14","parallel_distributed_insert_select","0",0,"Process distributed INSERT SELECT query in the same cluster on local tables on every shard, if 1 SELECT is executed on each shard, if 2 SELECT and INSERT is executed on each shard",\N,\N,0,"UInt64"
"20.9.6.14","distributed_group_by_no_merge","0",0,"If 1, Do not merge aggregation states from different servers for distributed query processing - in case it is for certain that there are different keys on different shards. If 2 - same as 1 but also apply ORDER BY and LIMIT stages",\N,\N,0,"UInt64"
"20.9.6.14","optimize_distributed_group_by_sharding_key","0",0,"Optimize GROUP BY sharding_key queries (by avodiing costly aggregation on the initiator server).",\N,\N,0,"Bool"
"20.9.6.14","optimize_skip_unused_shards","0",0,"Assumes that data is distributed by sharding_key. Optimization to skip unused shards if SELECT query filters by sharding_key.",\N,\N,0,"Bool"
"20.9.6.14","allow_nondeterministic_optimize_skip_unused_shards","0",0,"Allow non-deterministic functions (includes dictGet) in sharding_key for optimize_skip_unused_shards",\N,\N,0,"Bool"
"20.9.6.14","force_optimize_skip_unused_shards","0",0,"Throw an exception if unused shards cannot be skipped (1 - throw only if the table has the sharding key, 2 - always throw.",\N,\N,0,"UInt64"
"20.9.6.14","optimize_skip_unused_shards_nesting","0",0,"Same as optimize_skip_unused_shards, but accept nesting level until which it will work.",\N,\N,0,"UInt64"
"20.9.6.14","force_optimize_skip_unused_shards_nesting","0",0,"Same as force_optimize_skip_unused_shards, but accept nesting level until which it will work.",\N,\N,0,"UInt64"
"20.9.6.14","input_format_parallel_parsing","1",0,"Enable parallel parsing for some data formats.",\N,\N,0,"Bool"
"20.9.6.14","min_chunk_bytes_for_parallel_parsing","10485760",0,"The minimum chunk size in bytes, which each thread will parse in parallel.",\N,\N,0,"UInt64"
"20.9.6.14","merge_tree_min_rows_for_concurrent_read","163840",0,"If at least as many lines are read from one file, the reading can be parallelized.",\N,\N,0,"UInt64"
"20.9.6.14","merge_tree_min_bytes_for_concurrent_read","251658240",0,"If at least as many bytes are read from one file, the reading can be parallelized.",\N,\N,0,"UInt64"
"20.9.6.14","merge_tree_min_rows_for_seek","0",0,"You can skip reading more than that number of rows at the price of one seek per file.",\N,\N,0,"UInt64"
"20.9.6.14","merge_tree_min_bytes_for_seek","0",0,"You can skip reading more than that number of bytes at the price of one seek per file.",\N,\N,0,"UInt64"
"20.9.6.14","merge_tree_coarse_index_granularity","8",0,"If the index segment can contain the required keys, divide it into as many parts and recursively check them.",\N,\N,0,"UInt64"
"20.9.6.14","merge_tree_max_rows_to_use_cache","1048576",0,"The maximum number of rows per request, to use the cache of uncompressed data. If the request is large, the cache is not used. (For large queries not to flush out the cache.)",\N,\N,0,"UInt64"
"20.9.6.14","merge_tree_max_bytes_to_use_cache","2013265920",0,"The maximum number of bytes per request, to use the cache of uncompressed data. If the request is large, the cache is not used. (For large queries not to flush out the cache.)",\N,\N,0,"UInt64"
"20.9.6.14","mysql_max_rows_to_insert","65536",0,"The maximum number of rows in MySQL batch insertion of the MySQL storage engine",\N,\N,0,"UInt64"
"20.9.6.14","optimize_min_equality_disjunction_chain_length","3",0,"The minimum length of the expression `expr = x1 OR ... expr = xN` for optimization ",\N,\N,0,"UInt64"
"20.9.6.14","min_bytes_to_use_direct_io","0",0,"The minimum number of bytes for reading the data with O_DIRECT option during SELECT queries execution. 0 - disabled.",\N,\N,0,"UInt64"
"20.9.6.14","min_bytes_to_use_mmap_io","0",0,"The minimum number of bytes for reading the data with mmap option during SELECT queries execution. 0 - disabled.",\N,\N,0,"UInt64"
"20.9.6.14","force_index_by_date","0",0,"Throw an exception if there is a partition key in a table, and it is not used.",\N,\N,0,"Bool"
"20.9.6.14","force_primary_key","0",0,"Throw an exception if there is primary key in a table, and it is not used.",\N,\N,0,"Bool"
"20.9.6.14","max_streams_to_max_threads_ratio","1",0,"Allows you to use more sources than the number of threads - to more evenly distribute work across threads. It is assumed that this is a temporary solution, since it will be possible in the future to make the number of sources equal to the number of threads, but for each source to dynamically select available work for itself.",\N,\N,0,"Float"
"20.9.6.14","max_streams_multiplier_for_merge_tables","5",0,"Ask more streams when reading from Merge table. Streams will be spread across tables that Merge table will use. This allows more even distribution of work across threads and especially helpful when merged tables differ in size.",\N,\N,0,"Float"
"20.9.6.14","network_compression_method","LZ4",0,"Allows you to select the method of data compression when writing.",\N,\N,0,"String"
"20.9.6.14","network_zstd_compression_level","1",0,"Allows you to select the level of ZSTD compression.",\N,\N,0,"Int64"
"20.9.6.14","priority","0",0,"Priority of the query. 1 - the highest, higher value - lower priority; 0 - do not use priorities.",\N,\N,0,"UInt64"
"20.9.6.14","os_thread_priority","0",0,"If non zero - set corresponding 'nice' value for query processing threads. Can be used to adjust query priority for OS scheduler.",\N,\N,0,"Int64"
"20.9.6.14","log_queries","1",0,"Log requests and write the log to the system table.",\N,\N,0,"Bool"
"20.9.6.14","log_queries_min_type","QUERY_START",0,"Minimal type in query_log to log, possible values (from low to high): QUERY_START, QUERY_FINISH, EXCEPTION_BEFORE_START, EXCEPTION_WHILE_PROCESSING.",\N,\N,0,"LogQueriesType"
"20.9.6.14","log_queries_cut_to_length","100000",0,"If query length is greater than specified threshold (in bytes), then cut query when writing to query log. Also limit length of printed query in ordinary text log.",\N,\N,0,"UInt64"
"20.9.6.14","distributed_product_mode","deny",0,"How are distributed subqueries performed inside IN or JOIN sections?",\N,\N,0,"DistributedProductMode"
"20.9.6.14","max_concurrent_queries_for_user","0",0,"The maximum number of concurrent requests per user.",\N,\N,0,"UInt64"
"20.9.6.14","insert_deduplicate","1",0,"For INSERT queries in the replicated table, specifies that deduplication of insertings blocks should be performed",\N,\N,0,"Bool"
"20.9.6.14","insert_quorum","0",0,"For INSERT queries in the replicated table, wait writing for the specified number of replicas and linearize the addition of the data. 0 - disabled.",\N,\N,0,"UInt64"
"20.9.6.14","insert_quorum_timeout","600000",0,"",\N,\N,0,"Milliseconds"
"20.9.6.14","select_sequential_consistency","0",0,"For SELECT queries from the replicated table, throw an exception if the replica does not have a chunk written with the quorum; do not read the parts that have not yet been written with the quorum.",\N,\N,0,"UInt64"
"20.9.6.14","table_function_remote_max_addresses","1000",0,"The maximum number of different shards and the maximum number of replicas of one shard in the `remote` function.",\N,\N,0,"UInt64"
"20.9.6.14","read_backoff_min_latency_ms","1000",0,"Setting to reduce the number of threads in case of slow reads. Pay attention only to reads that took at least that much time.",\N,\N,0,"Milliseconds"
"20.9.6.14","read_backoff_max_throughput","1048576",0,"Settings to reduce the number of threads in case of slow reads. Count events when the read bandwidth is less than that many bytes per second.",\N,\N,0,"UInt64"
"20.9.6.14","read_backoff_min_interval_between_events_ms","1000",0,"Settings to reduce the number of threads in case of slow reads. Do not pay attention to the event, if the previous one has passed less than a certain amount of time.",\N,\N,0,"Milliseconds"
"20.9.6.14","read_backoff_min_events","2",0,"Settings to reduce the number of threads in case of slow reads. The number of events after which the number of threads will be reduced.",\N,\N,0,"UInt64"
"20.9.6.14","memory_tracker_fault_probability","0",0,"For testing of `exception safety` - throw an exception every time you allocate memory with the specified probability.",\N,\N,0,"Float"
"20.9.6.14","enable_http_compression","0",0,"Compress the result if the client over HTTP said that it understands data compressed by gzip or deflate.",\N,\N,0,"Bool"
"20.9.6.14","http_zlib_compression_level","3",0,"Compression level - used if the client on HTTP said that it understands data compressed by gzip or deflate.",\N,\N,0,"Int64"
"20.9.6.14","http_native_compression_disable_checksumming_on_decompress","0",0,"If you uncompress the POST data from the client compressed by the native format, do not check the checksum.",\N,\N,0,"Bool"
"20.9.6.14","count_distinct_implementation","uniqExact",0,"What aggregate function to use for implementation of count(DISTINCT ...)",\N,\N,0,"String"
"20.9.6.14","add_http_cors_header","0",0,"Write add http CORS header.",\N,\N,0,"Bool"
"20.9.6.14","max_http_get_redirects","0",0,"Max number of http GET redirects hops allowed. Make sure additional security measures are in place to prevent a malicious server to redirect your requests to unexpected services.",\N,\N,0,"UInt64"
"20.9.6.14","use_client_time_zone","0",0,"Use client timezone for interpreting DateTime string values, instead of adopting server timezone.",\N,\N,0,"Bool"
"20.9.6.14","send_progress_in_http_headers","0",0,"Send progress notifications using X-ClickHouse-Progress headers. Some clients do not support high amount of HTTP headers (Python requests in particular), so it is disabled by default.",\N,\N,0,"Bool"
"20.9.6.14","http_headers_progress_interval_ms","100",0,"Do not send HTTP headers X-ClickHouse-Progress more frequently than at each specified interval.",\N,\N,0,"UInt64"
"20.9.6.14","fsync_metadata","1",0,"Do fsync after changing metadata for tables and databases (.sql files). Could be disabled in case of poor latency on server with high load of DDL queries and high load of disk subsystem.",\N,\N,0,"Bool"
"20.9.6.14","join_use_nulls","0",0,"Use NULLs for non-joined rows of outer JOINs for types that can be inside Nullable. If false, use default value of corresponding columns data type.",\N,\N,0,"Bool"
"20.9.6.14","join_default_strictness","ALL",0,"Set default strictness in JOIN query. Possible values: empty string, 'ANY', 'ALL'. If empty, query without strictness will throw exception.",\N,\N,0,"JoinStrictness"
"20.9.6.14","any_join_distinct_right_table_keys","0",0,"Enable old ANY JOIN logic with many-to-one left-to-right table keys mapping for all ANY JOINs. It leads to confusing not equal results for 't1 ANY LEFT JOIN t2' and 't2 ANY RIGHT JOIN t1'. ANY RIGHT JOIN needs one-to-many keys mapping to be consistent with LEFT one.",\N,\N,0,"Bool"
"20.9.6.14","preferred_block_size_bytes","1000000",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_replica_delay_for_distributed_queries","300",0,"If set, distributed queries of Replicated tables will choose servers with replication delay in seconds less than the specified value (not inclusive). Zero means do not take delay into account.",\N,\N,0,"UInt64"
"20.9.6.14","fallback_to_stale_replicas_for_distributed_queries","1",0,"Suppose max_replica_delay_for_distributed_queries is set and all replicas for the queried table are stale. If this setting is enabled, the query will be performed anyway, otherwise the error will be reported.",\N,\N,0,"Bool"
"20.9.6.14","preferred_max_column_in_block_size_bytes","0",0,"Limit on max column size in block while reading. Helps to decrease cache misses count. Should be close to L2 cache size.",\N,\N,0,"UInt64"
"20.9.6.14","insert_distributed_sync","0",0,"If setting is enabled, insert query into distributed waits until data will be sent to all nodes in cluster.",\N,\N,0,"Bool"
"20.9.6.14","insert_distributed_timeout","0",0,"Timeout for insert query into distributed. Setting is used only with insert_distributed_sync enabled. Zero value means no timeout.",\N,\N,0,"UInt64"
"20.9.6.14","distributed_ddl_task_timeout","180",0,"Timeout for DDL query responses from all hosts in cluster. If a ddl request has not been performed on all hosts, a response will contain a timeout error and a request will be executed in an async mode. Negative value means infinite.",\N,\N,0,"Int64"
"20.9.6.14","stream_flush_interval_ms","7500",0,"Timeout for flushing data from streaming storages.",\N,\N,0,"Milliseconds"
"20.9.6.14","stream_poll_timeout_ms","500",0,"Timeout for polling data from/to streaming storages.",\N,\N,0,"Milliseconds"
"20.9.6.14","insert_allow_materialized_columns","0",0,"If setting is enabled, Allow materialized columns in INSERT.",\N,\N,0,"Bool"
"20.9.6.14","http_connection_timeout","1",0,"HTTP connection timeout.",\N,\N,0,"Seconds"
"20.9.6.14","http_send_timeout","1800",0,"HTTP send timeout",\N,\N,0,"Seconds"
"20.9.6.14","http_receive_timeout","1800",0,"HTTP receive timeout",\N,\N,0,"Seconds"
"20.9.6.14","optimize_throw_if_noop","0",0,"If setting is enabled and OPTIMIZE query didn't actually assign a merge then an explanatory exception is thrown",\N,\N,0,"Bool"
"20.9.6.14","use_index_for_in_with_subqueries","1",0,"Try using an index if there is a subquery or a table expression on the right side of the IN operator.",\N,\N,0,"Bool"
"20.9.6.14","joined_subquery_requires_alias","1",0,"Force joined subqueries and table functions to have aliases for correct name qualification.",\N,\N,0,"Bool"
"20.9.6.14","empty_result_for_aggregation_by_empty_set","0",0,"Return empty result when aggregating without keys on empty set.",\N,\N,0,"Bool"
"20.9.6.14","allow_distributed_ddl","1",0,"If it is set to true, then a user is allowed to executed distributed DDL queries.",\N,\N,0,"Bool"
"20.9.6.14","allow_suspicious_codecs","0",0,"If it is set to true, allow to specify meaningless compression codecs.",\N,\N,0,"Bool"
"20.9.6.14","odbc_max_field_size","1024",0,"Max size of filed can be read from ODBC dictionary. Long strings are truncated.",\N,\N,0,"UInt64"
"20.9.6.14","query_profiler_real_time_period_ns","1000000000",0,"Period for real clock timer of query profiler (in nanoseconds). Set 0 value to turn off the real clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling.",\N,\N,0,"UInt64"
"20.9.6.14","query_profiler_cpu_time_period_ns","1000000000",0,"Period for CPU clock timer of query profiler (in nanoseconds). Set 0 value to turn off the CPU clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling.",\N,\N,0,"UInt64"
"20.9.6.14","metrics_perf_events_enabled","0",0,"If enabled, some of the perf events will be measured throughout queries' execution.",\N,\N,0,"Bool"
"20.9.6.14","metrics_perf_events_list","",0,"Comma separated list of perf metrics that will be measured throughout queries' execution. Empty means all events. See PerfEventInfo in sources for the available events.",\N,\N,0,"String"
"20.9.6.14","max_rows_to_read","0",0,"Limit on read rows from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server.",\N,\N,0,"UInt64"
"20.9.6.14","max_bytes_to_read","0",0,"Limit on read bytes (after decompression) from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server.",\N,\N,0,"UInt64"
"20.9.6.14","read_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","max_rows_to_group_by","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","group_by_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowModeGroupBy"
"20.9.6.14","max_bytes_before_external_group_by","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_rows_to_sort","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_bytes_to_sort","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","sort_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","max_bytes_before_external_sort","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_bytes_before_remerge_sort","1000000000",0,"In case of ORDER BY with LIMIT, when memory usage is higher than specified threshold, perform additional steps of merging blocks before final merge to keep just top LIMIT rows.",\N,\N,0,"UInt64"
"20.9.6.14","max_result_rows","0",0,"Limit on result size in rows. Also checked for intermediate data sent from remote servers.",\N,\N,0,"UInt64"
"20.9.6.14","max_result_bytes","0",0,"Limit on result size in bytes (uncompressed). Also checked for intermediate data sent from remote servers.",\N,\N,0,"UInt64"
"20.9.6.14","result_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","max_execution_time","0",0,"",\N,\N,0,"Seconds"
"20.9.6.14","timeout_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","min_execution_speed","0",0,"Minimum number of execution rows per second.",\N,\N,0,"UInt64"
"20.9.6.14","max_execution_speed","0",0,"Maximum number of execution rows per second.",\N,\N,0,"UInt64"
"20.9.6.14","min_execution_speed_bytes","0",0,"Minimum number of execution bytes per second.",\N,\N,0,"UInt64"
"20.9.6.14","max_execution_speed_bytes","0",0,"Maximum number of execution bytes per second.",\N,\N,0,"UInt64"
"20.9.6.14","timeout_before_checking_execution_speed","10",0,"Check that the speed is not too low after the specified time has elapsed.",\N,\N,0,"Seconds"
"20.9.6.14","max_columns_to_read","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_temporary_columns","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_temporary_non_const_columns","0",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_subquery_depth","100",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_pipeline_depth","1000",0,"",\N,\N,0,"UInt64"
"20.9.6.14","max_ast_depth","1000",0,"Maximum depth of query syntax tree. Checked after parsing.",\N,\N,0,"UInt64"
"20.9.6.14","max_ast_elements","50000",0,"Maximum size of query syntax tree in number of nodes. Checked after parsing.",\N,\N,0,"UInt64"
"20.9.6.14","max_expanded_ast_elements","500000",0,"Maximum size of query syntax tree in number of nodes after expansion of aliases and the asterisk.",\N,\N,0,"UInt64"
"20.9.6.14","readonly","0",0,"0 - everything is allowed. 1 - only read requests. 2 - only read requests, as well as changing settings, except for the 'readonly' setting.",\N,\N,0,"UInt64"
"20.9.6.14","max_rows_in_set","0",0,"Maximum size of the set (in number of elements) resulting from the execution of the IN section.",\N,\N,0,"UInt64"
"20.9.6.14","max_bytes_in_set","0",0,"Maximum size of the set (in bytes in memory) resulting from the execution of the IN section.",\N,\N,0,"UInt64"
"20.9.6.14","set_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","max_rows_in_join","0",0,"Maximum size of the hash table for JOIN (in number of rows).",\N,\N,0,"UInt64"
"20.9.6.14","max_bytes_in_join","0",0,"Maximum size of the hash table for JOIN (in number of bytes in memory).",\N,\N,0,"UInt64"
"20.9.6.14","join_overflow_mode","throw",0,"What to do when the limit is exceeded.",\N,\N,0,"OverflowMode"
"20.9.6.14","join_any_take_last_row","0",0,"When disabled (default) ANY JOIN will take the first found row for a key. When enabled, it will take the last row seen if there are multiple rows for the same key.",\N,\N,0,"Bool"
"20.9.6.14","join_algorithm","hash",0,"Specify join algorithm: 'auto', 'hash', 'partial_merge', 'prefer_partial_merge'. 'auto' tries to change HashJoin to MergeJoin on the fly to avoid out of memory.",\N,\N,0,"JoinAlgorithm"
"20.9.6.14","partial_merge_join_optimizations","1",0,"Enable optimizations in partial merge join",\N,\N,0,"Bool"
"20.9.6.14","default_max_bytes_in_join","1000000000",0,"Maximum size of right-side table if limit is required but max_bytes_in_join is not set.",\N,\N,0,"UInt64"
"20.9.6.14","partial_merge_join_left_table_buffer_bytes","32000000",0,"If not 0 group left table blocks in bigger ones for left-side table in partial merge join. It uses up to 2x of specified memory per joining thread. In current version work only with 'partial_merge_join_optimizations = 1'.",\N,\N,0,"UInt64"
"20.9.6.14","partial_merge_join_rows_in_right_blocks","65536",0,"Split right-hand joining data in blocks of specified size. It's a portion of data indexed by min-max values and possibly unloaded on disk.",\N,\N,0,"UInt64"
"20.9.6.14","join_on_disk_max_files_to_merge","64",0,"For MergeJoin on disk set how much files it's allowed to sort simultaneously. Then this value bigger then more memory used and then less disk I/O needed. Minimum is 2.",\N,\N,0,"UInt64"
