"ch_version","name","value","changed","description"
"20.3.16.165","cleanup_delay_period_random_add","10",0,"Add uniformly distributed value from 0 to x seconds to cleanup_delay_period to avoid thundering herd effect and subsequent DoS of ZooKeeper in case of very large number of tables."
"20.3.16.165","min_relative_delay_to_yield_leadership","120",0,"Minimal delay from other replicas to yield leadership. Here and further 0 means unlimited."
"20.3.16.165","min_relative_delay_to_close","300",0,"Minimal delay from other replicas to close, stop serving requests and not return Ok during status check."
"20.3.16.165","min_absolute_delay_to_close","0",0,"Minimal absolute delay to close, stop serving requests and not return Ok during status check."
"20.3.16.165","enable_vertical_merge_algorithm","1",0,"Enable usage of Vertical merge algorithm."
"20.3.16.165","vertical_merge_algorithm_min_rows_to_activate","131072",0,"Minimal (approximate) sum of rows in merging parts to activate Vertical merge algorithm."
"20.3.16.165","vertical_merge_algorithm_min_columns_to_activate","11",0,"Minimal amount of non-PK columns to activate Vertical merge algorithm."
"20.3.16.165","compatibility_allow_sampling_expression_not_in_primary_key","0",0,"Allow to create a table with sampling expression not in primary key. This is needed only to temporarily allow to run the server with wrong tables for backward compatibility."
"20.3.16.165","use_minimalistic_checksums_in_zookeeper","1",0,"Use small format (dozens bytes) for part checksums in ZooKeeper instead of ordinary ones (dozens KB). Before enabling check that all replicas support new format."
"20.3.16.165","use_minimalistic_part_header_in_zookeeper","1",0,"Store part header (checksums and columns) in a compact format and a single part znode instead of separate znodes (<part>/columns and <part>/checksums). This can dramatically reduce snapshot size in ZooKeeper. Before enabling check that all replicas support new format."
"20.3.16.165","finished_mutations_to_keep","100",0,"How many records about mutations that are done to keep. If zero, then keep all of them."
"20.3.16.165","min_merge_bytes_to_use_direct_io","10737418240",0,"Minimal amount of bytes to enable O_DIRECT in merge (0 - disabled)."
"20.3.16.165","index_granularity_bytes","10485760",0,"Approximate amount of bytes in single granule (0 - disabled)."
"20.3.16.165","merge_with_ttl_timeout","86400",0,"Minimal time in seconds, when merge with TTL can be repeated."
"20.3.16.165","ttl_only_drop_parts","0",0,"Only drop altogether the expired parts and not partially prune them."
"20.3.16.165","write_final_mark","1",0,"Write final mark after end of column (0 - disabled, do nothing if index_granularity_bytes=0)"
"20.3.16.165","enable_mixed_granularity_parts","0",0,"Enable parts with adaptive and non adaptive granularity"
"20.3.16.165","max_part_loading_threads","auto(4)",0,"The number of threads to load data parts at startup."
"20.3.16.165","max_part_removal_threads","auto(4)",0,"The number of threads for concurrent removal of inactive data parts. One is usually enough, but in 'Google Compute Environment SSD Persistent Disks' file removal (unlink) operation is extraordinarily slow and you probably have to increase this number (recommended is up to 16)."
"20.3.16.165","concurrent_part_removal_threshold","100",0,"Activate concurrent part removal (see 'max_part_removal_threads') only if the number of inactive data parts is at least this."
"20.3.16.165","storage_policy","default",0,"Name of storage disk policy"
